"","GSM2183532_NTak_LBOV_Ext_Biopsy_ATR10_HG133_2-a1.CEL.gz","GSM2183533_NTak_LBOV_Ext_Biopsy_ATR11_HG133_2-a1.CEL.gz","GSM2183534_NTak_LBOV_Ext_Biopsy_ATR18_HG133_2-a1_2.CEL.gz","GSM2183535_NTak_LBOV_Ext_Biopsy_ATR9_HG133_2-a1.CEL.gz","GSM2183536_NTak_LBOV_Ext_Biopsy_ATR9_2_HG133_2-a1.CEL.gz","GSM2183537_NTak_LBOV_Ext_Biopsy_2005scoop30_HG133_2-a1.CEL.gz","GSM2183538_NTak_LBOV_Ext_Biopsy_2005scoop37_HG133_2-a1.CEL.gz","GSM2183539_NTak_LBOV_Ext_Biopsy_2000HSOA10_HG133_2-a1.CEL.gz","GSM2183540_NTak_LBOV_Ext_Biopsy_2003OA11_HG133_2-a1.CEL.gz","GSM2183541_NTak_LBOV_Ext_Biopsy_2003OA12_HG133_2-a1.CEL.gz","GSM2183542_NTak_LBOV_Ext_Biopsy_2003OA17_HG133_2-a1.CEL.gz","GSM2183543_NTak_LBOV_Ext_Biopsy_2003OA18_HG133_2-a1.CEL.gz","GSM2183544_NTak_LBOV_Ext_Biopsy_2005scoop32_HG133_2-a1.CEL.gz","GSM2183545_NTak_LBOV_Ext_Biopsy_2005scoop36_HG133_2-a1.CEL.gz","GSM2183546_NTak_LBOV_Ext_Biopsy_2006scoop48_HG133_2-a1.CEL.gz","GSM2183547_NTak_LBOV_Ext_Biopsy_LUMC3_HG133_2-a1.CEL.gz","GSM2183548_NTak_LBOV_Ext_Biopsy_LUMC59_HG133_2-a1.CEL.gz"
"1552279_a_at",6.33914361501096,6.54559334929452,6.34851075610621,6.42713361033214,6.39439446022933,6.84121596507701,6.45650446901672,6.42713361033214,6.53527528060437,6.18572529844183,6.19186223517526,6.42713361033214,6.68458353398768,6.45809031700591,6.28013038589585,5.91055397035547,6.33882525688244
"1552280_at",4.13184665221746,4.00176122364868,6.19855045962941,8.1549725454796,8.39110017369513,7.78376434836493,7.88151777219834,3.65592067492059,8.22017875856607,6.37449965745725,8.28854005944882,8.31499067585216,9.16149476292288,8.93144106716554,5.62870971077998,7.62332807638826,5.6534736339347
"1552281_at",6.68527311276755,6.80502483309589,6.35797574888401,6.53652680984859,6.77603050146212,7.31655164355431,6.55764875034317,6.56103698471433,6.53197512371651,6.23986744311389,6.36544459399393,6.17168891318455,6.76449793947114,6.88606049215272,6.3824259388986,6.84154779130434,6.32609473181821
"1552283_s_at",8.06592051868426,5.98057509940393,5.39265137746897,6.26535251798097,6.89381983137547,7.81138853704396,7.38956117869143,7.29641436325881,6.00909030993507,6.76325113662875,6.53817769786033,7.02268145248598,6.67814461886134,6.78408687026128,6.86288334169341,6.69775490909149,6.96526670042319
"1552286_at",6.22502096066231,5.45661618208858,5.25107114427863,5.36931323914321,5.16348801006647,4.53863263889263,4.73672262438574,5.20303384912494,5.6563479214721,5.34596849748944,5.17571508067433,5.17766676599889,4.85525204289644,4.78016265803747,6.3983803749213,5.20303384912494,6.21220169286627
"1552287_s_at",6.40811180650953,5.87494923456657,6.01117494579071,6.63199541637099,6.22259733696243,5.67434897692193,5.57012852095724,5.26487037848389,5.55695440778,6.45235781614048,5.83797742053204,6.41186059535519,5.65584679908625,5.81632875932401,5.7485328202658,6.02289667897559,8.12090337973675
"1552288_at",3.85996764004825,3.85996764004825,3.79822063724784,4.0578614961531,3.64525190659072,4.10479003526674,3.80829760849909,4.00803122345824,3.85996764004825,3.60725024181438,3.86801837866148,3.7074627164265,3.92056270261161,4.32230909682893,3.83478520054108,4.11233348235446,4.13544865223466
"1552289_a_at",4.14837384268973,4.47191738446619,4.27411823790634,4.39379422131605,4.58689898225948,4.64539472137728,4.1754988172562,4.23938667076383,5.07201479117954,4.28335105504643,5.85863554278139,4.38588579534451,4.03722469337896,4.09978260767823,4.16147239144464,5.27818779843196,7.28154035548376
"1552291_at",6.27838505874592,6.18806463782491,6.04867576316632,5.38240642719283,6.40204968665593,5.11627154623374,6.2142008793099,6.55729074577437,6.91647335783227,6.94996374029864,6.5964504673839,6.60389194401408,6.13329848287178,6.3365972980597,6.71252236176241,5.84754106544384,6.32277246453402
"1552293_at",4.78538240278775,4.52928823675843,7.10697541985887,7.75418739621966,7.40983296024009,6.64321278602897,7.43374856282204,4.34798236349264,6.52017876971434,7.09431839357535,7.50169530779607,8.11541033292125,7.8169893438764,7.95435415174694,5.92687904300661,5.9494959759192,6.22772683042375
