"","GSM2183532_NTak_LBOV_Ext_Biopsy_ATR10_HG133_2-a1.CEL.gz","GSM2183533_NTak_LBOV_Ext_Biopsy_ATR11_HG133_2-a1.CEL.gz","GSM2183534_NTak_LBOV_Ext_Biopsy_ATR18_HG133_2-a1_2.CEL.gz","GSM2183535_NTak_LBOV_Ext_Biopsy_ATR9_HG133_2-a1.CEL.gz","GSM2183536_NTak_LBOV_Ext_Biopsy_ATR9_2_HG133_2-a1.CEL.gz","GSM2183537_NTak_LBOV_Ext_Biopsy_2005scoop30_HG133_2-a1.CEL.gz","GSM2183538_NTak_LBOV_Ext_Biopsy_2005scoop37_HG133_2-a1.CEL.gz","GSM2183539_NTak_LBOV_Ext_Biopsy_2000HSOA10_HG133_2-a1.CEL.gz","GSM2183540_NTak_LBOV_Ext_Biopsy_2003OA11_HG133_2-a1.CEL.gz","GSM2183541_NTak_LBOV_Ext_Biopsy_2003OA12_HG133_2-a1.CEL.gz","GSM2183542_NTak_LBOV_Ext_Biopsy_2003OA17_HG133_2-a1.CEL.gz","GSM2183543_NTak_LBOV_Ext_Biopsy_2003OA18_HG133_2-a1.CEL.gz","GSM2183544_NTak_LBOV_Ext_Biopsy_2005scoop32_HG133_2-a1.CEL.gz","GSM2183545_NTak_LBOV_Ext_Biopsy_2005scoop36_HG133_2-a1.CEL.gz","GSM2183546_NTak_LBOV_Ext_Biopsy_2006scoop48_HG133_2-a1.CEL.gz","GSM2183547_NTak_LBOV_Ext_Biopsy_LUMC3_HG133_2-a1.CEL.gz","GSM2183548_NTak_LBOV_Ext_Biopsy_LUMC59_HG133_2-a1.CEL.gz"
"1564840_at",3.8745360178839,4.03059868328052,3.8745360178839,4.01961681403198,4.2024703070944,3.89153610890164,3.89153610890164,3.93026210329141,3.79729555162931,3.89153610890164,3.97576227609961,3.82920425238337,4.03544841545617,3.89153610890164,3.98759846191259,3.65449815542635,3.51414522280072
"1564841_at",3.83683255573125,3.70695640336851,3.93439372166836,3.96789258706912,4.02425759473025,3.77149077287984,3.87708468680259,3.66944494581522,3.7158637913323,3.44135968527639,3.58511114731194,3.5555093079482,3.65094276797954,3.64069369187416,3.44210849633632,3.30776299500597,3.31579156372766
"1564851_at",4.03730490454652,4.04470420210294,4.1429207269204,4.70208618941514,4.43339049719348,4.75104145251474,4.34270189950418,4.45622843697903,4.03471950270289,3.54912064280533,3.8250158920379,3.55958185879756,4.31104953758523,4.49421521042486,3.989844217822,3.80209122562774,3.69599091192409
"1564854_at",4.3871940057983,4.54219003278611,4.35511060273506,4.77160829629291,4.70346344801505,4.76908487195267,4.84054589830539,4.27311333822573,4.56723867681541,4.51386974700263,4.30309932737475,4.56723867681541,4.88282266681667,4.37050926965691,4.61277341888028,4.99646119545206,4.4492391464629
"1564855_at",3.48258371564636,3.86629532715607,3.57404038904145,3.66130424738778,3.79588085525089,3.4497789929911,3.23039355695161,3.49297710129241,3.35212048910173,3.36491147165156,3.66290812104278,3.30197185483883,3.42639821474873,3.8594890071796,3.86263224735867,3.41646694204577,3.36430950425615
"1564856_s_at",3.56838158351991,3.47329606360031,3.61528874383386,3.57107213972095,3.91138766062084,5.70471868427793,3.59246128798678,3.61752589148741,3.54725300734186,3.12695438606963,3.87275018141488,3.23775331303923,4.21709288184109,3.79370081009908,3.67262565781462,3.38940261301427,3.39858516519019
"1564868_a_at",4.2656657919853,4.41007252631408,4.20129131964827,4.35950652198149,4.00313442956969,4.46615153313675,4.11449093126849,4.10074763223613,4.16649994789631,4.08502351658366,3.84282904210907,4.18708994854721,4.18277767472407,3.84552540556963,4.37449570342661,4.59002777995158,4.01044897043753
"1564872_at",3.60493802062389,3.67452463485391,3.6408886453805,3.75158079324978,3.83183732017859,3.68739709769798,3.67452463485391,3.58040588335831,3.79569587761219,3.50035295554062,3.41866695587621,3.54463837402429,3.88094710114119,4.05490680943357,3.67452463485391,3.53494690739474,3.50665422128558
"1564876_s_at",6.02263779831934,6.73638577905641,6.03349342066398,6.16596450034512,5.98045390546621,6.81260075871946,6.03016129347108,6.09377124624715,5.98492922412012,5.71465787563776,5.56089382438301,5.76129376597428,6.34859339017063,6.00303242621801,6.00093477009619,6.58239826239034,5.48075521459989
"1564878_at",4.48781659409189,4.01070011234055,4.223255360915,4.34894251222688,4.31481547888961,5.48706554153649,4.9584766169217,5.97863421511229,4.06137081196041,3.75299744817998,4.03500807308621,3.61118023948322,4.36231278208272,4.8227453902063,3.9522291477688,3.63393429354409,3.7144924763456
"1564881_at",3.53057730628333,3.63311515548297,3.58282671799308,3.568163194171,3.62463508071595,4.45987911928383,3.77247303673378,3.44689736557191,3.48452869996739,3.45167489954452,3.39715267382102,3.3511928487936,4.18173827268784,3.44689736557191,3.55288869789026,3.70450558720855,3.30197185483883
"1564882_at",3.15639175141962,3.33381226466236,3.07851275229839,3.05063930274128,3.594306129735,3.48134035492528,3.19108021391685,3.14521289737041,3.03720912193252,3.12558176915119,3.05547351765173,3.10617116406335,3.36565775637424,3.06453285133686,3.18816810435233,3.19108021391685,3.15082808284551
"1564883_a_at",3.96577240651092,4.03501154912826,4.26933275513168,4.30247838881216,4.29367221257749,4.33675150634604,4.40978239624432,4.33271673817766,4.29367221257749,4.16143676712453,4.35019008095563,4.18668897365889,4.65674011362335,4.41339614072763,4.22122401756201,4.39379422131605,4.04757512271446
"1564886_at",4.14698250953393,4.29437810530663,4.41215394343962,4.12437880019268,4.38174782875615,5.38338021517876,4.82107937168675,4.24078815345466,4.3261590624128,4.32718463752729,4.38174782875615,4.07523984332491,4.86229094203866,4.3949740442317,4.44127218887665,4.39379422131605,3.91139717295307
"1564887_at",5.70492749128288,5.91240227147423,5.85138966078079,5.95094337555774,5.47646384318492,6.22225660850674,5.86768417828013,5.68022568780053,5.6032340621359,5.38637200002414,5.44238173342965,5.58692796093037,5.62259197347228,5.70492749128288,5.82659662463649,5.81445114293665,5.52257853097875
"1564897_at",4.76426117576938,5.05191083291385,4.51965387181903,4.77468972071464,4.51747329184335,5.28179723743022,4.8759401196439,4.35214749736877,4.33910650889331,4.13629174702049,4.10509696430679,4.20942609443414,4.45468060128909,5.05962315036753,4.581843094146,4.50036372400047,4.3657860022927
"1564905_at",3.79910975832386,3.87652009889887,3.57441505917519,3.72876690362398,3.5614903113036,3.66345883508438,3.56558599156072,3.59751472954178,3.32323069871909,3.39464548947454,3.29060418668232,3.50162476429149,3.56880985043228,3.61933729685339,3.53720351827624,4.00769010724539,3.50239738777056
"1564906_at",3.43159350332141,3.32608812363744,3.49600126079825,3.59577654406338,3.38477853459903,3.62852925982734,3.42198361601714,3.61087933575383,3.44903718265707,3.2189470618392,3.44903718265707,3.35616809108568,3.62015989179978,3.64601637653305,3.20583244366645,3.24577439712023,3.30458922618648
"1564907_s_at",5.84748381962479,5.57610559973515,5.43605488575901,5.16172294815954,5.60393033804405,6.15283647888439,6.02826855624296,5.5239140638222,5.48075521459989,5.19446515206474,5.32898699547602,5.25704087994011,5.76784841432864,5.5239140638222,5.66620387008812,5.4696788540031,5.31501176257107
"1564909_at",3.25982563826884,3.16057686461973,2.86701837321412,2.98304594022233,2.94608125641009,3.06174400161388,2.97531332515137,3.03070360661402,2.96845719883989,2.96789864305778,3.0014359777701,3.02004331126778,3.03070360661402,3.05729469472959,3.0066029742415,3.23766577650146,3.0486829051648
"1564911_at",3.62076023437601,3.70391934434386,3.60660652311354,3.51435938664892,3.57187817002049,3.57515980299289,3.64074006670573,3.40332154908896,3.71290750135997,3.64074006670573,3.59615313583052,3.70621466262046,3.6991259946436,3.60616679303991,3.77823420717822,3.90144905420498,3.17663803082459
"1564921_at",5.54284143371414,5.867909433868,5.72471185685078,5.79305920407284,6.18068379630808,5.88708304950708,5.58517959584954,5.73215394839094,5.35355785955987,5.10899247645289,5.27510911009397,5.07401316563739,5.72286927743661,5.55889254931246,5.50455264895048,5.58225593599201,5.55889254931246
"1564931_at",3.96556906839986,4.51982640858433,4.01877845737734,4.15676018064783,3.86842613179916,4.45847118464915,4.57587369809848,4.24032276130997,4.16305776556197,3.55006858380353,4.07500094951011,4.07500094951011,3.87119461173632,4.06298266515052,4.16752093145943,4.42846200872473,4.03581926583044
"1564932_at",3.02014286281573,3.15305190854137,3.21119012590324,3.22830701661238,3.18314738934607,3.50630390282014,3.13783557523887,3.24665665259208,3.19072112872471,3.1442929715928,3.15305190854137,3.09000596124039,3.17785105723046,3.06552341777746,3.07408399573029,3.15305190854137,2.78497491633788
"1564933_at",4.44774621603971,3.98947154691935,4.61153454707724,4.43903948995103,4.78438500519104,5.33509307999709,5.5557141499022,5.27465690405888,4.43318214609862,3.65341600277442,4.20397042749624,4.04534827668906,4.69009424129816,5.03333243586227,3.84729462022451,3.39047052766478,3.6160753139341
"1564936_at",3.29959772967339,3.37081294273979,3.29939239339952,3.33025327926057,3.2845122333288,3.49099630353066,3.39879520449872,3.39679999994317,3.2960780067157,3.35560833334401,3.30088658353834,3.21715701152073,3.46598292818622,3.31791030375487,3.24175729924626,3.48300332238587,3.23043529985555
"1564937_at",3.32772757004462,3.51121292022736,3.22018410228514,3.1726970995652,3.47329606360031,3.42801203721108,3.17968490292571,3.19411339960077,3.23202475909058,3.08436718124421,3.47393233531908,3.04555555443064,3.02634971115032,3.27320849213127,3.28685405379418,3.23202475909058,3.23202475909058
"1564940_at",4.24860164296594,4.18299838606785,3.93230642527258,3.52332091690229,3.86054242451193,4.01100806120725,3.70939583908259,3.82292007898226,3.63093056185137,3.854162551022,3.854162551022,3.74004452110942,3.80301364512863,3.6145502930701,4.11555757569835,4.02268131331186,3.6360155825621
"1564945_at",3.23122438158468,3.63201029491629,3.43964286415669,3.64881823130289,3.27183876790128,3.50114220184369,3.09928220026973,3.12097168761956,3.21720282587009,3.1748510683186,3.2409742337289,3.25590609478803,3.27183876790128,3.38495125071949,3.12713314134279,3.18937954911692,3.3903558278942
"1564949_at",3.44775418624596,3.4355799125564,3.36678638119928,3.55033545497542,3.47848637322163,3.48276332618502,3.57153087244681,3.12592851935686,3.50297363251242,3.3150267639717,3.24188395041498,3.23195013364659,3.92724282191582,3.37022855690589,3.366817743267,3.47829796355168,3.39507510467889
"1564950_at",3.0143812420843,3.02811014465359,2.91545725389722,2.9793177469441,2.94463289176482,2.93430019201634,2.97418309264792,3.13988167584372,2.95925001802718,2.91813614499556,2.93065093937499,3.23337067031833,2.97360548146317,3.03895853100646,2.93953409930619,3.13403364777133,3.06215717797019
"1564960_at",3.93090128099118,4.49535173246572,4.2333872634388,4.43990817122952,4.116695216099,4.35623299572628,4.35358399890885,4.15030462652945,4.12190088867981,3.97609612797914,3.87940517731097,3.9202283699358,4.06052289996925,4.02567404242957,4.02534643824144,4.38204029969789,4.00218805370372
"1564962_at",3.05079016983511,3.17846169001151,3.11468298537694,3.15925159345,3.16970774409282,3.24407997292574,3.08323094587255,3.11623482693587,3.26627629883726,3.17846169001151,3.19336199148317,3.13819282502562,3.16585777850895,3.32874321111329,3.21637641452392,3.37800286901771,3.02012313342061
"1564963_x_at",3.10026028472699,3.50597577529749,3.30587059796912,3.59679379193089,3.15505471135478,3.15505471135478,3.10136825134136,3.15505471135478,3.21997573470754,3.03486365229661,2.99524726186077,3.01517219843451,3.15505471135478,3.11870759702281,3.38603314092773,3.2452549596028,3.06321222774967
"1564964_at",3.10801101988405,3.18035117206709,3.13331452999658,3.33414260227601,3.33414260227601,3.35880312378594,3.30991794507992,3.00314103761502,3.12543792703163,3.08519050633098,3.06594102332027,2.94579455676051,3.30295181285053,3.24195595877955,3.12906937511044,3.13156952216582,3.12906937511044
"1564965_at",2.99555037949346,2.87275468353365,3.00684275966056,3.17295000832205,3.2409742337289,3.51684995545027,3.16665854863939,3.22845439158784,3.09979445378817,3.02811014465359,3.04642879108453,3.02811014465359,3.07366685561258,2.87959123812826,2.88829282901205,3.02811014465359,2.9912221627658
"1564970_at",3.37290236833854,3.49237715326612,3.54517364189816,3.60325797473834,3.40903099213773,3.48402146531173,3.37290236833854,3.27985688661218,3.37290236833854,3.17224946553958,3.37040222128316,3.15733570242078,3.28910026699053,3.58117264091103,3.4475871324581,3.42200619922351,3.30197185483883
"1564972_x_at",3.74803635714703,3.88407682339473,3.55821256332721,3.77017603174318,3.56431652695668,3.73528634101665,3.5206257166345,3.52215524431597,3.52741218445986,3.41903219535501,3.56550080142981,3.55821256332721,3.65178780798406,3.60109072769849,3.55821256332721,3.44960513843199,3.43340835543847
"1564974_at",4.06155057428767,4.19975664557339,3.86461872572113,4.00769010724539,3.91267122097533,4.5235682714014,4.20784643349195,4.03532007140236,3.93675646630246,3.74386691366504,3.72045999920932,4.00769010724539,4.3510009461628,4.00769010724539,4.02901797402301,4.6643972624437,3.49379490411825
"1564984_at",4.34970885775563,4.577785422352,4.57750888188676,4.57604588325735,4.50250053349379,4.71552944160854,4.44868977688574,4.9584766169217,4.23976881769602,4.29895165798732,4.40305318089124,4.41443829154434,4.59184414700861,4.72294643371096,4.53448598379221,4.47416607904175,4.43638015401999
"1564985_a_at",3.49634336864089,3.80787477599771,3.54787343053835,3.56579905057819,3.72507039058293,3.76330912437657,3.70993933798,3.89405187382677,3.46771601354052,3.40863880222522,3.49698513004409,3.33308548000636,3.53067597164148,3.43295352214846,3.63617874687515,3.89744968531717,3.40256827798595
"1564996_at",4.04314515349188,3.72721026629595,3.71227473052534,3.89716760866928,3.87503141752258,4.16585811361424,3.87503141752258,3.95513250018091,3.82293341422302,3.85062132181861,3.68862177195549,3.68519345169702,3.90060531384038,4.03501154912826,3.99933863475109,4.2032028757587,3.40928921868231
"1565000_a_at",4.07641694221509,4.06035813344127,4.04196809589349,4.61633825535507,4.42388856246913,4.22456663111405,3.92540796167071,4.05596398991834,4.07641694221509,3.83124595710023,4.11854958611837,4.05120755695999,4.11392501596426,4.33405808531281,3.89317744480158,4.10023819803093,3.91248633667683
"1565002_at",3.7342881218575,3.83540553436715,4.0052055958343,4.04847550874155,3.60723075394142,3.7676169548897,3.66476924302358,3.90319702638452,3.75726407141845,3.68862177195549,3.40312814210071,3.62622404652443,3.59664427921109,3.86102662064496,3.42505384581328,3.78378624917939,3.6145502930701
"1565016_at",4.73114000450732,5.07923909660241,4.68979939427017,4.87643289773305,4.55517821505056,5.48497281163827,4.71628436973981,5.01696026089273,4.80546762464406,4.50792531789621,4.68554260390193,4.58808026556318,4.7357504267695,4.66883152866307,4.84714924680493,5.48075521459989,4.90854698443011
"1565026_a_at",3.14790082324321,3.09283084788074,3.09283084788074,3.06851428207624,3.20721920164611,3.22187035815793,2.94299784088029,2.9598779216537,3.07601001516233,3.13812868738879,3.14580424828247,3.03408112127427,3.22355754134874,3.03261715968706,3.19837510184158,3.05107937412881,3.14156316507469
"1565027_at",5.45890715244502,5.46865080117368,5.22111360088955,5.39091014467853,5.57604702848177,5.97339140061741,5.61761288127721,5.97695556462737,5.45890715244502,4.85162562723789,5.55652181277022,5.41399218773194,5.45890715244502,5.62030124598539,5.24127326600655,4.73129147285178,5.04930553780862
"1565034_s_at",3.18269737817244,2.94841298371105,3.04485082751204,3.08418623391062,3.42504045731133,3.24832674247716,3.06841766609734,3.18269737817244,3.22823738038134,3.09065382331302,3.0968411927668,2.97373144730661,3.09881927790643,3.33831871585784,3.257289753163,3.25799462792855,3.12227735012053
"1565065_at",4.051448532119,4.10391425766466,4.0115046537566,4.3804972066013,4.34420124554368,4.76057374362658,4.4284783633155,4.35470047594774,4.13399523686371,3.86814225516364,4.03550292866269,3.8060222435672,4.25587294164389,4.54838826127421,3.88918456734848,4.12385773635972,3.89498926842358
"1565073_at",3.79910975832386,3.67357413245568,3.74446260262269,3.63452256256308,3.6274668304709,4.52594396600522,3.90405019059377,4.11509750245415,3.82825013243718,3.61222007824963,3.53449566884613,3.68597191067577,3.85283465231945,3.72221994168118,4.03017934753939,4.02944767867195,3.69736342516044
"1565080_at",3.98946818168235,3.91813152494516,3.91149373063278,3.8608149456613,4.25016706433634,4.39936597290324,4.04325227256451,4.03188070383446,4.19094747117612,3.75251100044928,4.08213985605176,4.04143567417228,4.40828957195726,3.97144855776129,4.07364975888577,4.1465813785779,3.83629010267706
"1565082_x_at",4.56460746562449,4.65461133467138,4.3547768753908,4.53880795437856,4.93773918462441,5.217463958577,4.86429157360674,5.18833868764384,4.68370783123747,4.31456755854075,4.56346168615038,4.50017881987776,4.95250493986938,4.84399447451587,4.96094597572745,4.53711871482859,4.47320477444982
"1565105_at",3.60862994946944,3.77588552247779,3.52215524431597,4.31197547179392,3.65933651616406,3.75620885011797,3.68524355547991,3.69706779369969,3.58015496219579,3.65933651616406,3.63040806719998,3.48361004781682,3.82961691427249,3.57713363702237,3.64601637653305,4.39890630058269,3.48801230740258
"1565107_x_at",3.59329295235539,3.68440699613535,3.43980011603004,4.07609748248985,3.66136294820668,4.39021497859808,3.5690479989012,3.41023648122343,3.66384601332891,3.4257263403707,3.49535174567821,3.55979326820435,3.79027933550892,3.59329295235539,3.58779933482445,3.68612267053897,3.42418049265364
"1565111_x_at",3.30647656391225,3.28323422475167,3.22285081891046,3.21122104612321,3.33098647445188,3.25659154423107,3.39638573472695,3.24828770160582,3.25659154423107,3.24293141073349,3.23314169241659,3.28595122494795,3.25659154423107,3.26000758576316,3.22742694114614,3.23888011949849,3.2033972041262
"1565130_at",3.35696768087847,3.51169477294741,3.42949311948518,3.51169477294741,3.89322707008681,3.63827652926502,3.75583038375342,3.60773235063229,3.42823169891134,3.4208179623076,3.57042781018759,3.41640156306464,3.50274994307214,3.45879262045336,3.53593234564574,3.45902480851068,3.4442760345217
"1565131_x_at",3.23849859600532,3.35629742673378,3.26797467051439,3.47509322254027,3.56889047775959,3.44801864627197,3.48297697929238,3.40715503848659,3.46688175450684,3.21565742886559,3.43120826430685,3.13226376142045,3.41699673482566,3.55997993013992,3.46352336450812,3.38955945272723,3.1129225772705
"1565132_at",4.62684020505017,4.90014770791808,4.70069002830896,4.83544028586526,5.09888548693584,4.98892519566584,4.99479590057217,4.70069002830896,4.44398365424054,4.70069002830896,4.55351855415311,4.41327600945889,4.93625959662592,4.66728065983045,4.65890043514294,4.63225966186463,4.70069002830896
"1565149_at",5.61727858854359,5.54897759356784,6.70951064916949,6.45302938530092,6.46255634492174,5.86673449668861,6.32041739880141,5.84647961401618,5.59188114166351,5.90203051799608,5.88923515759138,6.04739337035078,6.41523897963375,7.1122150010463,4.80310142180355,4.79516864418147,4.20368879926868
"1565150_at",3.54562748221452,3.60066803730776,3.25836671008611,3.45263936259747,3.60723075394142,3.62852925982734,3.69441637194668,3.54382140759784,3.52598889034509,3.71543562351871,3.49670276168557,3.82319625016819,3.38598419761492,3.93285362795705,3.61673924502578,3.35948745084566,3.40656472881967
"1565152_at",3.67330494480049,3.8229310141397,3.58353493441948,3.54968975248049,3.43392952243217,4.06122911605051,3.38329676133812,3.37853710936169,3.40734024908185,3.21440168995221,3.24099199774239,3.14565632340635,3.62407227083532,3.51871470824376,3.41282567928928,3.5604496696843,3.26177695909936
"1565162_s_at",7.78015281646496,4.39949309925769,6.15619042824888,4.25940581195663,4.45957237747828,3.89224853597853,4.87739938359482,4.92455617963919,4.12763918058817,5.77373169362259,4.57598895569453,4.46276853136241,3.43216272349881,3.9522291477688,3.87042643156526,3.6064174177747,4.94765311521521
"1565192_at",3.27919968479265,3.26704251108997,3.23016432919365,2.94693864456387,3.24707833510449,3.55470989597085,3.26316085525961,3.24997151475379,3.18848909330731,3.09876130720403,3.09244549764364,3.15781190994762,3.22876606804067,3.40650378318471,3.28874667983094,3.35229565588788,3.00044064286298
"1565228_s_at",2.99251013746457,3.11643824236172,3.16078625821401,3.59326940658081,2.94745151696189,3.05693651628114,2.93385063015059,3.07389680810812,3.08292300189495,3.07658808302485,3.0330374872996,2.95310129950889,3.05693651628114,3.05693651628114,2.87535308744923,3.35430472957769,3.04897308205782
"1565242_at",3.54382140759784,3.9199988614979,3.55152921747223,3.78849258331097,3.52374402960803,4.25048206538285,3.73744984008808,3.84204996633507,3.84985236392179,3.59959595491914,3.70963301267462,3.85982363144661,3.63786611576121,3.72221994168118,3.60789922704546,4.00911870281606,3.70364976133916
"1565254_s_at",3.26519385872967,3.6273966232072,3.35423526433459,3.34436149948716,3.26519385872967,3.4127754389149,3.54517862620825,3.23940564873604,3.02443810525023,3.05202228609996,3.29285381086558,3.23779541049498,3.36134209775012,3.19347332428143,3.30197185483883,3.69304976819048,3.26519385872967
"1565265_at",3.4707115180508,3.68432243692327,3.44422952467294,3.45179335835934,3.45179335835934,3.75256912818308,3.5395812575113,3.52215524431597,3.46156584177325,3.11926698713993,3.40415599151242,3.34148709832382,3.38886554970917,3.45179335835934,3.23088165611125,3.58665331659906,3.64089867380366
"1565269_s_at",4.84641455745724,4.35950652198149,4.18051555880623,4.55042645831866,4.30420997184721,4.3678673667858,3.953369657914,4.40022005290011,4.47303714393742,4.30226338738163,4.69474458023075,4.54059009894569,4.16110866437496,4.40631362381416,4.71124530139758,4.43740124468188,5.98961876582422
"1565282_at",3.66944494581522,3.89690085848686,3.52340634263112,3.76602506755318,3.92410491122561,4.16148004771474,3.82027883195879,3.71729107216392,3.68224680557274,3.49815594973576,3.53651593047475,3.39130702218676,3.70784398603743,3.76781951425337,3.74417183401062,3.57743440649889,3.34376133053864
"1565306_a_at",3.91223117256742,3.72635581621315,3.59965865270769,4.1543846987918,3.86923417624589,4.39270354332305,4.22111732972514,3.75341657971611,3.7881820794587,3.70584402123156,3.86923417624589,3.58709369840573,3.73169834091504,4.28338291559085,3.82084794367061,4.11449093126849,3.73125364329694
"1565320_at",5.55741268110078,5.52610229549136,5.51851244428954,5.6575388732291,6.02970898732057,6.03735835111774,5.9773734735284,5.47451501589311,5.39037465297545,5.43769325145609,5.16978304493109,5.52865816203635,5.70817474062845,4.91076685248172,5.52289154761155,6.98706127380738,4.97629840501681
"1565325_at",3.18269737817244,3.43533021973962,3.2409742337289,3.2355593921771,3.24460439821541,3.54295798663162,3.36125989045768,3.2409742337289,3.28162594636139,3.05874309630835,3.22854558944159,3.13226376142045,3.2409742337289,3.12640641756805,3.2409742337289,3.51716492988722,2.8923233053074
"1565329_at",2.94008112324933,3.08428886431079,3.01548396840128,2.86452389391986,3.16333883761925,3.00037250936448,3.12758003481935,2.95689540621782,2.86105299182203,2.94317598304043,2.92285780652777,2.97230371793615,2.97376671656556,2.97230371793615,2.96189507450086,2.92398034998845,2.94317598304043
"1565337_at",3.21127819611372,3.08563018005361,3.1952421587096,3.25559048259393,3.40548968381165,3.27175452961471,3.31490338703829,3.24903046514412,3.25309033553855,3.16993283248958,3.22801904553463,3.25559048259393,3.31303909547252,3.34326744865002,3.23485964193756,3.25559048259393,3.19265086578119
"1565338_x_at",3.33004064626716,3.37056256479334,3.60528139278751,3.71057280880242,3.64300425082472,3.74984082623259,3.39918082760108,3.44786450198136,3.39918082760108,3.16684954531244,3.39918082760108,3.29284405839358,3.35173914571649,3.79967352807034,3.30197185483883,3.228963856151,3.39918082760108
"1565339_at",3.88024914779371,3.736216995119,3.736216995119,3.6655615092473,3.68378203954269,3.87000942805839,3.82317896432671,3.73307394756244,3.736216995119,3.58234475550647,3.80698775459352,3.82347218132377,3.89747571379741,3.73982994036019,3.62833078324646,3.8229310141397,3.57550958234675
"1565346_a_at",3.37117572491747,3.54841925274762,2.97467080016719,3.2969464821888,3.28139302342029,3.35199096504705,3.06902074829042,3.20582215718963,3.05725219785259,3.20582215718963,3.03041748256668,3.13226376142045,3.46598292818622,3.32784329168631,3.2613899765323,3.20223105865484,3.37535916479434
"1565347_s_at",3.47844718838208,3.51401682753326,3.35777236745009,3.35467467576739,3.57543178089689,3.65270277265143,3.63894982381293,3.5358912154176,3.49743878567818,3.52600176173528,3.68374807829855,3.56477021404797,3.62301354856459,3.46169883867775,3.37805642236506,3.58902320414489,3.24654905605864
"1565358_at",3.89430215900211,3.50431172852796,3.49790615521221,3.36677501664688,3.93161114377956,5.22306268448632,4.21547545472348,4.03069188994912,3.78164853961138,3.91622408672147,4.16284222345039,3.80486178089668,4.12532567734471,4.23498609242389,3.8909833049759,3.80055726900115,3.48409845626246
"1565389_s_at",5.21878680069642,4.6968936311336,4.56061381186666,4.52861898168324,4.62310023577329,4.84203812373729,4.59503144434496,4.64221575333763,4.75462543127939,4.7095713102865,4.5298134329993,4.60231287219889,4.62310023577329,4.50446805497056,4.80036652288547,4.48576286311712,4.55067265834389
"1565406_a_at",4.2834390362811,4.06266640984706,3.94240094966662,3.98692710020778,4.23431725123208,4.79360058724456,4.07128092612775,4.00355735119858,4.08471008343061,3.70855497951386,3.69284453643388,3.73801484747574,4.26965105638281,3.91017060795488,4.10856565389375,4.39379422131605,4.31600027551725
"1565407_at",4.26641873763264,4.73378298279526,4.20347846881392,4.26382679269825,4.0052850013686,4.53863263889263,4.14178611397378,4.2902317411712,4.19598412773102,4.02529616336653,4.06809699408259,4.15223325865106,4.52755838333559,4.3146395873673,4.27729641478975,4.6231191745812,4.18950762961146
"1565424_at",3.23012960141106,3.30790816956985,3.35952739267818,3.4144818424833,3.28761942133511,3.16970774409282,3.16902273364464,3.20907083298668,3.07634341071242,3.04129412894902,3.22403209095865,2.97670962021716,3.29397988284019,3.3225706965264,3.02578965936166,3.32326118786307,3.20907083298668
"1565436_s_at",3.82262091610539,3.72571226388357,3.73665421742668,3.43872852424225,3.72226830153947,4.0459482731681,3.73253320794439,3.73645448616975,3.74494773852103,3.5045421598711,4.54933773717134,4.31875190555119,3.90461411220456,4.1933609337352,4.45166310070741,3.40681066703514,3.07794664693015
"1565446_at",2.79074268690259,3.1713962130911,2.91316000375884,2.89511065897587,2.84857666003623,2.90509452841437,2.90509452841437,2.88290574526419,2.99301772028164,2.98291030407729,2.88290574526419,2.99029842889228,2.80069218426436,2.89187379180195,3.04390910264289,2.90721017555105,2.84302315436788
"1565454_at",6.31545822900469,5.88894991174599,5.24469532780397,5.21326999944705,5.46354188730462,6.47523000961525,5.5223657356363,5.55570924379194,5.58282239476985,5.45563175773625,5.47745442039555,5.67103703187947,6.03875558805655,5.17219822448902,5.49273795090726,5.3981724593601,5.11718054208854
"1565483_at",7.96925383429179,12.3106381245949,10.4917712107461,10.114265476767,9.27434246297061,9.60912969598629,9.81803761699419,9.07980526532173,8.03204192393295,8.5353177296013,7.99181930128999,8.16457669570552,10.1403397802305,7.71574808990428,9.56790561172316,12.7084294251155,5.74748316268934
"1565484_x_at",7.6063275774988,9.23929394411637,8.23855891367483,8.23855891367483,8.39422275347083,8.8321681699081,9.26286155562942,8.2900146299001,8.02248318468935,7.75628107150321,7.44677889688506,7.956156342639,9.12796359362389,7.57947819913787,8.69967246882636,10.0559018488505,5.98390736659581
"1565495_at",4.3001008423243,4.03501154912826,3.83451900382361,3.93090128099118,4.1465813785779,4.83141484663336,4.1066329412791,4.43084359177449,4.01525179782504,4.06165875453939,4.12996872711198,3.97576961435778,4.06165875453939,4.18875642427402,3.85561039057989,4.21829474513917,3.70679214251559
"1565525_a_at",3.12332055200175,3.16836285781312,3.14104141593026,3.19857566007276,3.33836821483807,3.28657574340592,3.36844090592547,3.07978962779941,3.36522812823025,3.11021883294546,3.221813106639,3.2147720286027,3.32453046436948,3.12640641756805,3.50008166118547,3.18378669966897,3.11268425170468
"1565527_x_at",3.98724403920022,3.78344742346656,3.68656962014332,3.73666216924848,3.75425499147128,3.79634254475005,3.66132189757644,3.84038088352845,3.90608368752917,3.58075831705662,3.71759498921678,3.76000624572572,3.79634254475005,3.68192379974641,3.94110768834147,3.81049812963201,3.76554225107069
