"Var1","Freq"
"Activated_Inflammatory_Chondrocytes",25.2075471698113
"PRG4_Positive_Chondrocytes",18.3396226415094
"OA_Activated_Chondrocytes",13.4339622641509
"DLK1_Positive_Chondrocytes",12.6792452830189
"Cycling_Chondrocytes",8.37735849056604
"Stress_Response_Cells",6.33962264150943
"KRT17_Positive_Chondrocytes",4.75471698113208
"AGR2_Positive_Chondrocytes",4.37735849056604
"Vascular_Stromal_Cells",3.32075471698113
"Hypertrophic_OA_Chondrocytes",3.16981132075472
