"","GSM2627518","GSM2627519","GSM2627520","GSM2627521","GSM2627522","GSM2627523","GSM2627524","GSM2627525","GSM2627526","GSM2627527","GSM2627528","GSM2627529","GSM2627530","GSM2627531","GSM2627532","GSM2627533","GSM2627534","GSM2627535","GSM2627536","GSM2627537","GSM2627538","GSM2627539","GSM2627540","GSM2627541"
"A1BG",9.97991658728232,10.6012745839486,11.1201357063661,10.3078722816479,10.1058048410195,10.3718913914433,10.5650672212325,10.4977399821403,10.9592868624249,10.6251818913177,10.175933844171,10.5500182403007,10.4717189419147,10.1238554976508,9.84702070720289,10.0793772683674,9.89414906153425,10.1851473130748,9.97793375742203,9.89809705224007,10.2527868110656,10.0428453737037,10.7048645476424,10.1107550203022
"A1BG-AS1",9.86348445550802,9.91506620687649,10.1145803235206,10.4538757032639,10.0723342047758,10.4955515708706,10.3756005771563,10.2466222454796,9.99614265476887,10.053126998855,10.4167509726731,10.2274901402562,9.94209637175834,10.5693958584461,10.5992078752147,10.8891032387086,9.78865921575012,9.71650115180435,10.3400427844204,10.2089796031326,9.82921436534607,9.92299581296448,9.62301313594011,9.48491347239286
"A1CF",10.9837283320136,10.7571566598359,10.6118280052357,10.7246866287376,10.8676109204613,11.1010859382688,11.0346552051042,10.8449156452277,10.9320900379364,10.8471072697185,11.1391431059077,10.8063885264475,10.9967662420709,10.9721801211359,11.3967045920908,11.2732783421095,11.2592349753031,11.2661093425437,11.2306665906548,11.2652374811998,11.4994422362717,11.2759047855923,11.2149247989328,11.3749017520609
"A25969",9.4259625552958,9.87711441538455,9.42465518734801,9.97535799885948,9.17800364942701,7.1088127622192,10.3988607943023,10.0044360154116,11.0306037040677,9.89744493919611,10.1033085707793,6.78566958694173,10.1110733833898,10.4153720657223,10.8104776449419,10.6620186570744,9.58854931176141,9.93575508369898,8.03529212698319,7.26333759489664,9.99306684886992,9.52951419140138,8.39287054844216,9.47225940370813
"A2M",10.8666852571031,11.8294566208427,11.5114556247683,11.9602967960822,10.6794609374836,13.8324842581193,13.4043749828196,12.1456870077759,11.1838797762164,12.6643737551999,11.7870134479508,14.3856690795701,13.7489915739607,13.5949324466923,13.084142420164,12.8192562854319,12.5856845608469,13.0708237569019,13.7517468359075,13.8482006774953,13.3817864865859,12.1879307585028,13.9586315707925,12.2347747876466
"A2M-AS1",11.0250619778603,11.3013675904943,11.2959019243739,10.9731126583396,10.8767464546634,11.5686477661614,11.4294627091878,10.9897514447455,10.9559584913905,11.4251877708142,10.6814639997499,12.017544370159,10.9520631609619,10.8631354970936,10.9804153685634,11.0821788759797,11.019485320794,11.1201357063661,10.983493389809,11.1612383307967,11.2710817917135,11.2365389757891,10.8387213663545,11.2227954462024
"A2ML1",8.04318108603677,8.28990632126728,8.67756124462254,8.16413778666078,8.28715086264577,8.46553952106198,8.73103000412504,8.56956771873718,9.09237235247011,8.92284751696539,8.47406714555857,7.84326205545751,8.2800047421826,8.78160137686771,8.80679916589119,8.41181438822771,8.25125997134282,8.48156950285248,8.19310090634561,7.80799459252108,8.64518878745975,9.1271053826347,8.82791355141076,9.52914587259345
"A2MP1",12.9459928664104,11.8959851160498,12.5865392890682,12.3260587748287,12.4626539860689,11.7132245899698,12.5637935728544,12.2539963116272,12.5175184570298,12.4176728847872,12.3596139803917,11.4722124522491,12.4832648001782,12.8881838015961,12.080176331877,12.0181555660273,12.6333850322511,12.6858174534801,12.0764801609984,12.1691598959331,12.3028644858705,13.0562171261127,12.4526554431163,13.2373687169618
"A3GALT2",9.1115371293602,8.16435830483389,8.32466166170982,8.63239195634122,8.32450186324639,8.47485926022112,7.78531280907643,8.25096235747599,8.05493506355885,7.99650775059493,8.77038722011116,7.78819151727869,8.35449004407995,8.97919121284462,8.57127253059028,8.81437201444587,8.01207841320376,7.87117203817636,8.09485770725435,8.12541031102334,7.55240866495587,7.64139982463973,8.38494264795739,7.88021658030936
"A4GALT",12.6888688455971,12.6381414713756,13.0651554509761,13.0312560460146,12.8792002395416,13.02909023053,12.421781892092,12.4925765034534,13.6607715773183,13.2365526804066,12.2328401319919,13.6849818374863,12.649821272367,13.778342017351,12.0558368021642,12.3608515856551,12.6114688293452,12.9158087955588,12.558022925114,13.1404269244517,13.0837498527243,12.0633258874743,12.520088313342,12.3649431550153
"A4GNT",8.65595623838023,8.56159238443119,8.99030739137023,8.90590372581505,8.7226446864493,8.8262442239556,8.81437201444587,8.91656609601074,8.44776445119684,8.59137831673703,8.66183883558258,8.42094012199596,8.92626307238655,8.82126655731559,8.49410333791892,8.68140342355114,8.2866303697722,8.41155478075851,8.84639817996543,8.47917401879642,8.50643156603998,8.85328032585377,8.81784036658535,9.06363991061892
"AA06",9.35045246586609,9.20926858475453,8.93684984096531,9.63169048328455,9.51960358030892,8.94925885159008,9.40572190591317,9.16976879394132,9.76977793558449,9.39738140151395,9.58902791738746,9.30457258856601,9.01439312686026,8.89528312158571,9.70338170585276,9.13605644946023,8.65260259476058,8.8209925907737,9.50570865407797,9.21413852168231,8.78610158838677,8.94564085247863,10.2011280199068,9.07993593235181
"AA489744",12.1197534849083,12.3292176708271,12.0013906341528,12.1707212281929,13.2486443005269,12.3676151497408,12.0477265828001,13.6552247731128,13.4484724216916,12.3420048570257,13.5327086827853,11.93251169508,12.5177125793582,11.7346264774031,12.789645666396,12.2965664350942,13.0451192859937,12.1644928855235,12.2330415446365,12.0853474150766,12.9069613306366,12.6995830738171,12.1997640216809,12.3840193841332
"AA496144",10.9529337430117,10.74443826531,11.1449309374026,11.0153841236904,10.7179412534319,11.3154109892029,11.1309912486477,10.9515250063923,10.5256948332678,10.670740636101,11.0834856945429,10.8572604640592,10.5364707939143,10.7630713484843,10.9073590344347,11.7628584012872,10.0126153313695,10.1683074086305,11.2533288250521,11.0385501037368,10.5617416848221,10.7340300310215,10.8188526134038,10.5853532600593
"AA504818",18.9182742324155,18.7470845990268,18.8341222108299,18.950092976791,18.7735630076229,18.9772669163336,18.8882784099567,18.8779009299219,18.7507474348922,18.9316458274342,18.7735630076229,18.8189578988255,18.9772669163336,18.950092976791,18.7125253721355,18.9182742324155,18.7231760819455,18.8290577108135,18.9772669163336,19.105168629745,18.9772669163336,18.7884993900101,19.0317476432785,18.950092976791
"AA593742",11.4400798864996,11.1983897868117,11.5431696556106,10.9949677944685,10.9564523426261,11.5597538875159,11.7735622134781,11.1322871183016,11.2594857401887,11.6023158082648,10.8658045277911,12.0980118693872,11.674924292607,12.0032125228332,11.0702793448294,10.8872605987475,11.5071176948433,11.9913721084793,11.4658906953946,11.7314376739317,11.7225269409091,11.7944878640617,11.4398148834732,11.834097550849
"AA682772",5.02247077102176,7.72165577775902,6.68054465249094,5.0815686783552,7.02918790013897,5.70814865721941,4.85914935661882,4.73328120229992,5.86093258286833,6.95499057717471,4.62421774722814,9.30715898794512,6.12244067051814,5.47273938518984,4.80529229391209,5.27205914398145,6.91103160341568,5.56024259081558,4.65895017425812,4.70398064227916,4.87272710861012,5.02088712898876,5.35270010400146,4.72656860899277
"AA778499",11.7696187700474,11.4974925261459,11.62150989684,11.8204136772567,11.551768015184,11.5741633774567,11.7284241358565,12.0147644179442,11.3710688834689,11.4089169641382,11.9045754227943,11.4913712914502,11.8544432834929,11.963172807189,12.2180131783331,12.0773133745635,11.1213758566217,11.2797643300233,11.6304074815388,11.7676263431706,11.7990714517412,11.4294627091878,11.9387597522763,11.5277591982771
"AAAS",10.4916627846405,10.981660281477,10.5692900551164,10.4336196153781,11.4450308659342,10.9342623791271,10.5015318136647,10.9507334128751,11.0823013759524,10.9746272765523,11.1357079443117,11.4417255792006,10.5825045979615,10.4784306277291,10.8581881487905,10.4310645764689,10.802884483808,10.5692900551164,10.7627363347536,10.4033736661616,10.6253668213685,10.2689621948126,10.973622681048,10.3891840911266
