"","normal_tissue_1","normal_tissue_2","normal_tissue_3","normal_tissue_4","normal_tissue_5","normal_tissue_6","normal_tissue_7","normal_tissue_8","normal_tissue_9","normal_tissue_10","normal_tissue_11","normal_tissue_12","normal_tissue_13","normal_tissue_14","normal_tissue_15","normal_tissue_16","normal_tissue_17","normal_tissue_18","normal_tissue_19","normal_tissue_20","normal_tissue_21","normal_tissue_22","normal_tissue_23","normal_tissue_24","normal_tissue_25","normal_tissue_26","normal_tissue_27","normal_tissue_28","OA_tissue_1","OA_tissue_2","OA_tissue_3","OA_tissue_4","OA_tissue_5","OA_tissue_6","OA_tissue_7","OA_tissue_8","OA_tissue_9","OA_tissue_10","OA_tissue_11","OA_tissue_12","OA_tissue_13","OA_tissue_14","OA_tissue_15","OA_tissue_16","OA_tissue_17","OA_tissue_18","OA_tissue_19","OA_tissue_20","OA_tissue_21","OA_tissue_22"
"CASP6",5.78241773458668,6.09663377451292,6.75726937674325,5.95561152259735,6.44741423927223,6.59563596407508,6.69711726099721,6.41308507758462,7.37227028875506,5.96950027564949,6.58077075707791,6.48028715821493,6.22683077371249,5.82234138462983,6.16183992449635,7.246876720793,6.9691935545762,6.15977155283973,7.25933435024783,6.43325982455511,6.90966749725757,5.18246781011298,5.65686642170026,5.65922429445301,5.48118552740449,6.61921100845366,6.25477986231552,6.21802271176886,7.81657430283822,7.19850425923245,6.72829206482983,6.6700877368996,7.30815682936966,7.15758721183892,6.62393601011864,5.50754980465034,5.45115290214884,7.06896027179797,6.69514250463749,6.4845010059319,5.89543105151502,6.06524098164492,5.29261562200952,7.60661453253757,7.09542167537411,7.44033900410028,7.04304366739515,7.25089152714707,7.44229821236851,6.79684062752657
"CASP7",9.01459688883036,8.33089505242307,9.26930171611751,9.11704857259901,8.29676954960649,9.67485628965984,9.06375134723984,9.02009930344567,8.99618987399026,8.66018983755613,8.60943706923372,8.63875773010463,9.10322024301041,9.11171013302517,6.86191278930833,7.33025688857613,9.05853601515289,8.00323569236939,9.58811941340525,9.21463078008292,8.75328228855715,9.5399862116326,8.62088913890257,8.4849910487227,8.20220694561199,8.87472439889912,8.9528829265433,9.21539915725157,8.32001709453629,9.09356862031501,9.51201758362228,9.09531155540501,9.62345481121735,9.08088146644988,9.74610830246393,8.38571356659069,8.83526718824112,8.91475320285237,9.39662760807468,8.33132428783516,9.22256247279045,9.1747992765438,8.82951666443905,10.0376499590182,9.1386705613604,9.51320431125898,9.84822556826974,9.27544332289768,8.94974233056456,9.93831558947695
"CASP8",9.08249503194807,7.31376301848252,8.62976869571557,8.97739031285586,8.4325503915157,9.71877520038415,9.01423599033056,8.70735522561972,8.33569105538289,8.64270974000115,8.42616969378719,8.44436556126837,8.61261007902427,8.55983748937782,8.402314939197,9.37244942336758,9.33831796248838,11.070233387642,9.38004692459513,8.77254943898579,10.2461397183703,8.88037101289347,8.84585641710683,9.54058616356018,10.6989248232654,9.03277854015738,9.10589684338059,9.04598483897442,9.2908328256942,9.30845198863,9.43556027898949,9.42061589749779,9.28603931020762,9.23505182346525,9.27296380953066,8.86240732705258,8.36969465503105,10.5828933624982,10.9508385665196,8.86526062508484,8.98415052436308,8.78964472304477,8.64207358738747,9.55655185581555,9.0876206661511,9.4712218623265,9.53416279652317,9.90968006435248,10.3680425602914,9.05557378676567
"CASP8AP2",9.06341959953921,10.6405746094103,10.2427458682829,9.769880598717,9.97771552650169,10.3692313005775,10.0635091160587,9.59151145608741,9.43602649222591,9.37227652764635,9.19918085546258,10.0154329775795,9.24944751251027,9.40191087511295,10.0779513528755,9.31237365074336,9.62311845398177,8.2728163708841,9.94587150638783,10.0649336561852,8.92262777748317,9.29513227705086,7.52619330846951,7.64189994616686,8.36787438744224,10.2241667880028,9.60040138101132,8.91501756803597,9.90941250369258,9.89353689033241,9.87162036134569,9.78711967353791,9.80532198681186,10.0297497432669,9.84337433104639,7.66100917933285,9.41030263914933,9.70640015019313,9.25238894162322,8.54021834924743,8.61229294643033,9.22762466222153,7.1975069576992,10.7240614730202,9.96832052042121,9.93657183214658,10.1214565909792,10.65276148967,11.0893321905425,10.0863993957001
"CASP9",9.15636924128175,7.91040949862049,8.48566646554709,8.46773087906944,7.54270117092696,8.56846023631698,8.45758957770406,7.90653837407133,7.24654361214186,8.49188131084466,8.87000242518155,7.79482165930711,8.84969858294373,9.35856690636886,8.08641470904884,8.19611076742986,8.66351886064391,10.042591930981,8.17357452164653,8.07920731941367,10.0034365503724,8.96994717658829,9.76245876026844,9.7209419840068,9.84765164623801,7.97697729545905,8.21461556620699,9.25481584104416,9.46789855771328,7.75385460559121,9.02861763430353,8.13200073875505,8.45596870675256,7.87991077863851,8.46798408200562,9.08414501233225,8.40235621237368,9.90002269323531,9.83154076521618,8.68648523353366,9.1301986207566,8.98799473741937,9.25911029171864,7.58951068352874,8.14575885302656,8.36967746398257,8.02961326958209,7.16041676319548,7.36107989201989,8.84651481328624
"CASQ1",4.75147110180875,15.2701145137297,3.61785887186084,4.33969689606987,3.9686499081384,3.83329757768953,3.76188035419995,4.03107306699175,3.10723006930734,4.23753040259544,4.06777381841196,3.76760710349134,3.10723006930734,3.49477795377857,3.10723006930734,3.10723006930734,3.10723006930734,4.79297999245907,4.41253399293374,3.10723006930734,4.69363640728046,5.11732058274616,3.7927131561038,3.88645215741227,3.83475111202471,3.89275824980633,3.84982790539568,4.21063617997291,4.4622847419903,3.47834264851667,3.93889994289839,4.29634894818819,4.57744569548401,4.39929573521971,3.97067214066929,4.0862310179374,13.8197040104357,5.20221442032221,4.57235657416265,3.10723006930734,4.5310881759646,4.28582234071674,4.54095951243154,4.289050984536,3.79729401571177,3.74268989674689,3.88755782934486,4.72782415736358,4.00588667414213,3.77947417918266
"CASQ2",6.73355985723072,11.5508979365917,5.63086906834984,7.02499397214467,6.96426183847795,5.78845276901524,6.24451230524757,5.81063814850382,6.03862701569368,6.98376897227443,5.96844671077606,8.78218384937212,5.18627161749553,6.32402879832414,3.10723006930734,6.73652300730693,4.46006972782209,5.47681268434917,5.17314487757468,6.48841203243207,5.95627395065307,7.28147990829208,6.45534440674793,5.10401204671537,6.53185239987348,7.01406594093632,7.03377958240123,5.75691606072048,4.73996647315673,5.79330202332558,5.82136574903191,7.13516256010783,6.15887653453825,5.5599596978801,6.19891989298506,4.8063000793507,11.8438072281228,6.87515954312453,5.83451505417429,5.68120071883448,5.44190513276331,5.28891178421706,4.48424132762405,7.07820539843006,4.01383471640097,3.10723006930734,6.38379363281418,7.07150381475192,5.94920431305686,6.39750025371295
"CASS4",6.6966535109957,4.75911583793152,5.85674630120587,5.59575441844497,5.27557736601817,6.89661143668531,5.73174229319566,6.6434311332813,3.10723006930734,5.83231778566181,6.61056574883444,5.14337447551404,5.835843034016,5.96199426935329,3.10723006930734,6.19538480459964,6.44304416219342,4.79297999245907,6.54047410793417,5.51176223975376,6.34983807646644,5.90086595437897,5.96884987844651,5.41048441985705,5.1404903398998,5.30666957055942,6.20939065531421,6.15905694139255,3.10723006930734,6.0568989544436,5.83665925180472,5.85622111085612,6.13198100037846,6.0734663050343,6.13412552053341,5.24614943057557,5.07050524761834,6.10750055981636,5.20956937532907,5.17282078554928,6.69479997900601,5.92527635944618,6.98517569533897,5.64791443281795,6.57476653588067,5.99188879728109,6.5615886068035,6.17550056552886,5.77411826576318,6.02213552291906
"CAST",11.7239849052686,13.1689172757469,12.6177373055135,12.6209851186997,12.8201415241372,12.7833885979235,12.6072553338194,11.9692334374087,12.2820452450434,12.4908580909632,11.6084061285756,12.6563456003794,11.9058347558877,12.2811835152457,13.3670644695509,11.9069958062234,12.3975642393809,10.6531414302731,12.2816456469106,12.3154288219417,11.5344873010633,11.8652031553625,11.0311259722322,10.5844844974185,10.3612021147016,12.4729171529338,12.2080075199167,11.7568262302826,12.4145447590515,12.5835081204431,12.3317098874736,12.0971794838484,12.1572421502818,12.7786548407504,12.2297050020167,11.1460407627207,12.4899302596594,11.9301219891165,11.9851670796148,11.5300786876839,11.2436528151846,12.0367628611237,10.5880780148701,12.4173991895499,12.4011210347126,12.1252850850939,11.9141151995795,12.7716585749624,12.4761181708134,12.4252430483506
"CASZ1",8.55670172168287,9.72937135442833,6.57807891123814,7.53400598554247,7.92032557995745,6.50331645737039,6.20927955234664,7.12077892520237,8.61485998649087,8.36359678322167,7.92378772893556,7.59873907038245,7.74189681416258,7.90466620725293,7.11456718865156,9.33938340222948,8.6440501780929,10.5605837737654,6.54952256578059,8.57211132724503,10.2687558356677,8.28184818273317,7.4297353076372,8.84975318077556,10.2112834847541,6.81768573670747,7.30883873301251,6.59127864680323,8.81534116662843,6.0568989544436,6.07371531190787,6.40056433497224,5.70642040719245,5.73509621286214,6.08920128756697,7.69734768755926,9.69774942721991,9.0515654276569,9.84108733048665,7.99527022699081,7.69992551291578,6.76591768330718,8.17303768794528,5.75673660636892,5.22302123476835,4.39734682832871,4.68437067516144,5.09713956250959,5.2368877349958,5.90232256908213
"CAT",9.14052953963697,11.3152335601839,11.7191911730591,9.25317065991251,12.2108712841961,9.58418815220618,10.6618074139655,9.90383548641619,9.15118950250196,9.50392075896674,8.98733860816949,11.5387813737621,9.73263887787992,9.70199682676114,10.5093692451513,10.6410289983206,10.1045848566554,8.78472114168513,10.4473573576347,10.3930214834987,10.3281053795339,10.1583728943404,8.96799581968141,9.05934265121357,8.48071075593024,12.1528270307696,11.5694372525632,10.3232797056751,10.407607394506,10.8391007644935,10.7151522181114,10.3280255015586,10.8249358856418,10.7020080548121,10.8453329831381,8.04049664039939,10.843256007281,10.1275197609738,9.50869998521317,8.58803106981994,10.0142136750026,10.2573335686482,9.31422327695381,10.7473370973276,10.4683383736692,11.1235177886973,11.0065430449873,11.4217622676659,11.2961343309633,10.8342895782044
"CATSPER1",3.75736469804791,3.10723006930734,3.82569613943231,3.70183186316121,3.65683945962019,3.70211456882141,4.33425392051772,4.22961357167389,6.03862701569368,3.91642284106153,4.273484697271,3.10723006930734,3.87458464154629,4.40914725475397,3.10723006930734,3.10723006930734,3.10723006930734,3.10723006930734,4.20412252920862,3.10723006930734,3.10723006930734,3.10723006930734,4.44291178118182,4.05602961535443,3.10723006930734,3.66606883256842,3.93526333629512,4.46638409233188,3.10723006930734,4.25362931374768,4.01585420037846,3.91212763941054,4.06040619751873,4.61769138441042,4.26272934626787,4.0862310179374,3.679992253399,3.10723006930734,4.93209500506238,3.10723006930734,4.32369057158364,4.23365368703979,5.32204620473158,4.21637487876093,4.41144204477284,4.34969449156665,4.74790676122304,4.77025960371505,5.33745111282398,4.25189201437241
"CATSPER2",6.15718383670219,6.70919982465261,6.59458920941957,6.32456118158378,6.21849881632759,7.06692698883494,6.50820058846173,6.47427574317181,3.10723006930734,6.15281132296712,5.99152296770034,6.64957374426247,5.80320359757165,6.63024751053051,3.10723006930734,3.10723006930734,5.31530069737943,6.15977155283973,6.0961155961423,5.27282210579431,6.34983807646644,5.18246781011298,6.28040819723961,5.73292655595246,5.92543834444932,6.68541360815386,6.78796609770136,6.89369863678585,3.10723006930734,6.66332698904349,6.70389040665983,6.62012391303263,6.44692376178204,5.57544927482785,6.21986956286741,5.50754980465034,6.5253904601068,3.10723006930734,5.83451505417429,4.98193702997952,6.54096315107666,6.54292803200853,6.20838479939552,6.16966078632809,5.91187537046213,6.08055517867408,5.66975235874749,6.00774875684824,6.0673798191459,6.47235920350998
"CATSPER2P1",4.80340799911534,5.3426414969152,5.80005480923839,5.34503911078239,5.9142583997581,5.10408634929605,5.15403659986764,5.13894067717778,3.10723006930734,3.91642284106153,4.88686461300035,5.38515376527848,5.4249540526583,5.4704141962804,3.10723006930734,5.40995860648379,5.50721292500958,6.86620532348715,4.86833727659383,3.10723006930734,5.40407952047551,4.28191002271148,6.1019084251619,5.26623410910156,5.68948173651518,6.05579768229001,5.74901969422144,5.67398440959647,3.10723006930734,4.94879461318885,5.05542749943897,5.24748941380966,4.85663515218492,4.39929573521971,5.0691862728442,5.40176775213365,5.35320666425383,5.88689882526381,6.03789816688754,5.33897880808503,4.95846356549982,5.69250258329638,5.48606933599402,4.86846736238122,4.66435599009813,4.84881767661815,4.94682011229556,5.1594712673972,4.67529294659313,4.90689590178392
"CATSPER3",5.29922879837932,5.63302742172165,4.85003319846433,4.46133107078826,3.9686499081384,4.67036556663142,4.48109637430387,4.1682391064652,3.10723006930734,3.91642284106153,3.94280742965047,4.34455237740931,3.10723006930734,5.13503476391631,3.10723006930734,3.10723006930734,3.10723006930734,5.71949421392985,4.45854332052654,3.10723006930734,3.10723006930734,3.70660943658127,5.21080738857987,4.84919840682815,4.34263453354117,4.99678871560257,5.12715943444027,5.10778531057528,3.10723006930734,4.65415821160094,4.67300787872258,4.66169245050801,4.74505883834786,4.27015877545392,4.94094008892171,3.10723006930734,4.78760821246868,3.10723006930734,3.10723006930734,4.30320126844733,5.1405307716003,4.97499102739001,4.54095951243154,4.42003640926489,4.28122138563687,4.90954824235266,4.77842590077855,4.77025960371505,4.6189238592843,5.14818552372138
"CATSPERG",5.89706716367839,4.91997152316506,5.92448599554753,5.13607070011221,5.00012988600841,5.61941010860574,4.79701914393286,5.79450357496859,3.10723006930734,5.73908956970768,5.40009989609999,5.44979567961797,5.01858980180649,6.14176164519689,6.55466476084442,5.04455686762931,5.09040321648169,5.28657377871234,5.26806591569311,3.10723006930734,3.10723006930734,5.18246781011298,6.59619122387299,6.10762675073133,5.1404903398998,5.30666957055942,5.82708231434555,5.49119587597236,5.93060339153231,5.16193731769095,4.9994330556689,5.00569972679952,4.89163571885143,4.95867560466546,4.56266696735581,5.28681717458167,5.03848108667891,4.16036378260458,5.05049454941553,5.08097206560947,5.57025230479151,5.92527635944618,4.99237889472198,4.289050984536,4.48990501373598,4.90954824235266,4.386607615656,5.24764548184728,5.08938266070026,4.90689590178392
"CAV1",11.5117603542182,11.8855493312196,13.5387725028959,13.0407668801689,14.2292635274341,12.3940787885056,12.9849981087199,12.5924020363297,12.8551804485353,12.5019748587648,11.5404490170425,13.9376513876358,12.4644733858484,12.5572591746458,12.3202484877209,13.1830299721243,12.644612029224,11.2178975831899,12.7952946431452,12.7449884586982,12.6332324619135,12.5673474092394,11.8063024172054,11.4782251839633,11.4015535074568,13.7868858233655,13.3896967803896,12.7719111443461,13.4674733921286,12.6582226759348,13.0389256441463,12.9741382122165,12.9323432633166,12.2588705511739,13.0045988888484,11.5443037070247,11.918023979213,12.6028045587782,12.1284816665686,11.2384684838053,12.4846040908042,12.8635972285635,11.4375811603927,13.3790531517922,12.2221780666756,12.5718717875086,12.681896276356,13.2375087154318,12.2243162875087,12.5678694071944
"CAV2",8.58038474254828,9.88964044711621,11.699215494553,9.80861326993726,12.2468231526346,9.13565574474301,10.6254531317218,8.96837228563135,10.4918137094372,9.51493921761493,8.37538786731069,12.1500248979987,9.31311224207739,9.25747607077318,8.70022390563022,10.8001479860496,9.93478977002905,9.16833026992291,9.70113606370538,9.7554422180176,10.0034365503724,9.90268343162862,8.7158097829458,8.99523795543906,9.36518546965471,11.5587378359598,10.6398251147719,8.31827894691916,10.9980709301625,9.26608076998237,10.3463752389151,10.3007359969023,9.5402379578105,8.99016923029995,10.1875626523143,9.18213346847617,9.176361475763,10.0249132782221,9.39921510297286,9.89680750279856,8.50019017558827,8.93847047512855,8.43941475401111,11.0530830398573,9.20404196198454,9.1501614564973,10.0985251453251,11.0562773046213,9.1819476145417,10.0745526216285
"CAV3",4.80340799911534,10.9397991053818,5.09380212505797,3.83295485685456,3.10723006930734,4.03826248464625,3.86105265506574,3.4897431511027,3.10723006930734,3.10723006930734,4.71701959034851,4.53750614221109,4.75272968611952,5.26489709725757,3.10723006930734,3.10723006930734,5.41471757465746,5.71949421392985,5.09706233530329,3.10723006930734,4.05296471649342,3.10723006930734,4.58854310653513,5.76833979619795,4.12575236249634,4.48765371664802,4.4155054962406,5.20865058495732,3.10723006930734,3.63063551437905,3.4832701873755,4.35700806358825,4.13381036298359,4.00511306775255,4.21148648321993,3.10723006930734,9.54929835902832,3.10723006930734,4.38874929668249,3.10723006930734,3.10723006930734,6.02844330102595,3.10723006930734,3.8433394936486,3.59748154640469,3.47608056709896,4.02620678947593,4.48819638102794,3.56197308745569,4.12234464395019
"CBFA2T2",10.3417662415642,9.78426873497428,10.0937244668714,9.8567663635016,9.40759358334649,9.83718859141655,9.68330403643099,10.0167662964164,9.50882766891683,9.60276602072315,10.2349644363203,9.4836294674155,9.89651294039158,10.7275931184979,9.04104534852855,9.7699361981814,9.58790135922019,11.014393040216,10.0179414196356,9.15677994965163,10.3933660487138,9.65246943163705,11.1735087836257,10.9246127919318,10.8092131822987,10.0372770906375,10.2482251479097,10.4517798268481,10.4461742705748,9.53834046474586,9.57351829504898,9.52941943740099,9.7475744620812,9.12227227905873,9.68796336585413,10.5240719983723,9.94841605123505,10.2377189160788,10.3397025133025,10.0610366917094,10.3770203814964,10.5338750412698,10.5567260396356,8.66265262741774,8.88019011984381,9.24883531254227,8.7511103779941,9.07733852639772,9.00897626804626,9.40555697457051
"CBFA2T3",8.28331194217651,7.0431958689474,5.95068043066715,6.18243770549361,6.70734519437569,6.93233719958513,7.1046543911762,7.66764820922528,7.63549527671771,8.03635405135117,8.26811676580749,6.47026254301365,8.14356346300853,7.49263793456582,6.16183992449635,8.78305124133562,8.22634780009172,9.73454255494174,5.29075205542153,8.00614227049751,8.76606069891838,7.7247333688752,7.85175714075676,9.00973176524764,9.30518898151686,6.75748360104589,6.54629310801367,6.1710500719749,6.67771746824692,5.03300657405295,5.10904067888244,6.02124102757757,4.62172033219276,5.20507696245423,5.61798399136342,7.85360470665906,7.66773397492038,7.11982825062212,8.88983233955958,8.8908982092346,7.54760186837865,6.52557633391881,7.87937651808231,4.6413982097242,4.63157743487386,3.99892684583752,4.19810738142864,4.96242965911366,4.78038625564124,5.90232256908213
"CBFB",8.90367116099473,9.5564825510886,9.53420663500088,9.33505746829641,8.92502361951763,9.88218704323123,9.8766928877498,9.30224115351167,9.99941408561875,9.0606920860028,8.94444873077561,9.14736033182268,9.57159197617637,8.6022776238848,10.0328835866578,9.47952022365394,10.2009616789143,8.65872885966174,9.81712532705808,9.94312433372911,9.361933340136,9.45877695559928,8.28706248134667,8.36042523794944,8.13481553410771,9.12025122075086,9.2218332800826,9.06194685605264,8.87939396694709,10.0678230179633,10.1070342752538,9.7449291723746,9.97054888704645,10.3680667876541,10.1010941254503,8.660320404562,9.01299701670382,9.99807927862142,9.2863331067922,9.20376169091978,8.85643777802373,9.05548911049265,8.34349096991481,10.175594255704,10.29630708432,10.6109242969648,10.4152602756592,10.0745003309044,10.5174195169395,10.2176121406261
"CBL",10.7729736187871,9.33643205668118,10.3400551562765,10.3646128639169,10.6232603584204,11.183950734198,10.7107974790996,10.6090397316414,10.2616695375588,10.6747972628348,10.4937856733516,10.5184500505089,10.4778778728558,10.6358458921303,10.2052761900801,10.2755125538505,10.7484786012701,10.0533585873121,10.8697976450708,10.9670401960321,10.2369930483015,10.3705673826394,10.2787225810105,10.1484400450353,10.0831853063635,11.0172919317663,10.7148704832027,10.9527545020324,10.5442462134888,11.1414863586812,10.7277297461636,10.2543449214621,10.570599904898,11.6733950297713,11.1363968147913,10.8345164327438,10.2839741841201,10.7246703689067,10.3111374244634,10.3398888613275,11.205256266712,10.8589155346504,10.9972821729669,10.1860425145766,10.6011786452092,10.5462775484973,10.4070495917758,10.0360027033165,10.5292668200459,10.6257142238712
"CBLB",9.88599602572969,9.7603064591875,10.3629422663897,9.88762111480265,10.0001808741384,10.5337382402417,10.5147067422128,10.4820303607975,8.7034467139021,10.0144002209763,10.1532184616548,10.1474999971066,8.12431754453282,10.4966051962106,9.10050892454364,9.8566153139611,9.22498714806158,9.04426509427342,9.72013396420082,9.86270833149586,9.08948644430135,8.98291622332244,10.7280884282571,9.51287637773181,9.88228111406383,10.5226672954068,10.5216796788654,10.2952019190554,8.99954688667501,10.0405914978318,10.4300300888295,10.2297510722973,10.2110820509681,9.39662994406749,9.82747174584407,9.58204855365936,10.2213223149591,8.63880175499247,8.27496400114758,8.91608785106958,10.0241521097521,9.74599240369367,10.0828235790973,10.6668895526892,10.1929814963225,9.85156442780332,9.95796484145825,10.4488176854303,9.81698524597382,10.3790521917416
"CBLL1",7.68944176472813,10.0771869427601,8.92523379949608,8.13941666976429,8.80354035359798,9.10871878426331,8.91159638583553,8.29624383125645,8.82249834769097,8.42624966511169,7.71482195295705,8.91445542875068,7.97472416028782,7.83513172218195,7.75710435493826,7.90183429812399,8.57376113977557,7.35972187433355,8.74791094542248,8.24712924237481,7.75785598794916,8.30957868741407,6.50386516249152,6.28720720161611,7.03137488869388,8.93580169568748,8.60478340293933,8.21921713171379,8.70654161890213,8.7048021730605,8.76712511738473,8.80907222395804,8.55908359926068,8.74886956616042,8.678668511697,6.48518079267419,8.73861075087875,8.63008591804867,8.31938269148182,7.53990384181098,7.89003369486256,7.97282049937404,7.04551080196855,9.01360963110305,8.9226392231756,8.77992707776999,8.52688154859628,8.9792757603643,8.92175823628285,8.93343341114389
"CBLN3",8.08463962515541,5.10614361626905,5.93764506017997,7.26752464442099,5.81826258952709,6.16849461090553,6.38775124017153,7.2654003288284,7.53161380078522,6.75062360326434,7.92966959484342,6.55802871646023,7.17002327673598,7.78273627028043,6.99381468282918,6.56273128099319,6.90491811180706,8.66810277866037,6.45632832374949,6.31604666872628,8.31401739092439,6.86025637310706,8.6848589347075,9.3515783536407,8.75943894922825,6.5497719235698,6.06368029638385,7.53579451293025,5.46517311360433,4.49444715481343,6.18458956563634,6.126113926212,7.19713159714435,6.54311955466783,6.74373605152703,8.25543062207791,6.66011752377118,7.01621701343289,7.05321998901427,8.06454640994006,7.4380773202564,6.3785321074188,8.31586526992524,6.24527309943256,6.13819325174428,6.68882964470094,6.06070230248767,6.37605848349203,4.8296143633916,6.38647503527933
"CBR1",9.43762812509265,8.42336983903919,8.45458374153595,9.1867151586931,8.73659094421499,8.96592557652133,8.68139547509292,9.44657581810358,9.54122762377382,9.56483241861,9.38171044543519,8.43161952121062,9.34945229272506,9.05852409506878,9.70920354508846,8.98472728245182,8.77511232390167,8.93980283798204,8.83306685152122,8.81592021748079,8.58318994711417,9.05837233076166,9.66365322646442,9.49238408051823,9.49169386591864,8.13329913915033,8.4970121784951,8.87220360180826,8.90423895984451,9.04740223785365,8.89042491217291,8.42289377708155,8.8012572947133,9.29056879917182,8.17421583968008,9.37590180012313,8.66956110210588,8.35124347927344,8.41458372831736,9.48614978108,9.00437795045682,9.40510054113442,9.43303692077933,8.04317679730554,9.12055219554489,9.29249629164921,8.84002674679879,8.47116569271795,9.2773771188611,8.69331728876878
"CBR3",9.28132113435666,6.27186982245188,8.29326766883046,8.2701524782172,8.31122588111644,8.23987792858644,8.13185950017921,8.54730311455338,8.39601966088305,8.94119152047533,8.59841031630831,8.04643257819051,8.60337695477838,8.855214092447,10.2584474109033,8.3634389442679,8.79289936601781,9.14166797760452,7.9712411400787,9.35353599780452,8.09845607393296,8.39618475897933,9.4533149707309,9.16347490378434,8.6349514330518,8.35445172960156,8.74092688448882,8.96341150259121,8.73452097599448,7.6545427097966,7.99991729155534,7.77162232534865,8.24015765987244,7.37065669197344,7.97263879126579,8.74250165949056,8.18062746943193,8.47323390644831,8.42478353151643,7.88467226857377,8.39822225437864,9.28498801089403,8.48042575566985,7.85576226478232,7.44329434844961,8.25123159244591,7.16276248488385,7.79917628009397,7.94580909847631,7.81095669347524
"CBR3-AS1",5.49020771740072,5.47952113635567,6.15542665663215,5.86471905701681,5.98946410593611,6.10667007906007,5.91960755526979,5.77817739238242,3.10723006930734,5.31158094594484,5.12614492160886,6.14343169031928,4.89290478404416,6.41237932382497,3.10723006930734,3.10723006930734,5.41471757465746,4.20817881304334,6.52220211866986,3.10723006930734,5.0982239240103,4.72814000138823,6.47170343211644,5.90152276005893,4.12575236249634,6.65741767411644,6.28788546112992,6.42194326855314,6.49199203913981,6.08194600382488,5.85178494912774,5.95756869863942,5.84670134056785,5.39436501163361,5.40996942020527,4.86362174172877,5.82061488053845,3.10723006930734,5.66836678253944,4.09266973045345,6.0184984280975,6.22521292347013,5.35083235855853,5.42687452708871,5.02388615709903,5.04942930785991,4.9203251338559,5.59538269025889,5.48970317706453,5.62608191965074
"CBR4",8.96406292188931,10.0405170338069,9.84521073611975,9.65235507998107,9.34437229236966,10.1338166143353,9.81442393596973,9.08144166210513,3.10723006930734,8.54661926563404,8.4178293758079,9.55819703286788,8.54187524397336,8.76262709141238,9.38983941447655,7.6658107581308,7.3039142045284,8.52065933160254,10.1335775373875,7.5720063388747,8.26081929805652,8.01330518215971,9.15021131504972,8.4849910487227,8.56842895181723,10.1562678009037,9.41674370498697,9.34758551370542,8.44384451080334,9.99186629556039,9.92240253423775,10.0964463957581,10.1943694346467,9.32863907480933,9.86567534169904,7.26522860358316,8.7911154359381,8.2750005752105,7.58691426829659,7.27305382117791,8.96363529129404,9.20077650793988,7.7355002190794,10.4523224633389,9.48663802487769,9.88046045134294,9.60287639753914,10.4192097028508,10.3886283093002,9.88019586197033
"CBRC7TM_40",5.51953683126306,5.66174461112689,7.53425107828419,7.53400598554247,7.58143504295607,7.19728576742959,7.12975993866364,6.93122099466773,8.94058563776971,6.72219908373906,6.73741527054468,5.11651572259325,8.38905188461762,6.75329057179328,10.0779513528755,6.31044836983135,9.93478977002905,7.35972187433355,8.18802184310427,10.2302950228227,9.57293680834099,8.14999716651459,5.99192793348931,7.80888469478095,8.08806944437925,8.59582050820001,7.88098707702259,6.35020016383735,9.93374413476766,7.75768788728468,7.77375599778827,7.3879668116413,8.26782793358536,5.98491562867989,7.10917648687627,5.69703237239839,6.514477058183,9.85959980244995,9.88789481334747,6.67501035297204,6.85005200690205,7.5124982971484,7.32800037078872,6.94073741765684,6.51207772454419,7.08343315481392,7.12037776189561,7.13870080836569,6.81245342272955,7.09500419343922
"CBS",7.70801240893669,5.79691293562119,8.50095996977821,8.58955565837653,7.58143504295607,7.37620841978917,7.78307200968618,8.31570191437198,7.80543222012533,7.24517562673276,10.0598796331728,7.79880095125309,10.7051797288602,9.88017259995548,3.10723006930734,8.50142654222235,7.88840971061495,11.2572310232408,7.94084263906961,7.29321023914122,9.55832266875324,8.5435616770743,10.5948188367249,11.3882097622095,10.1948468315219,8.12316346591093,7.52128022499379,9.34628276810174,8.26350678194825,7.3229197286361,8.06804135840638,7.45756734311709,7.53800801088513,4.43893196548885,7.44470612802141,9.19487878442265,7.46872044143124,7.93606743700938,9.25810207657036,9.9737818056011,8.533480804425,9.03130966605201,9.66272250335359,5.77749972892413,7.75368255468709,7.54051212179099,7.14701485877875,6.42504915815718,6.70843157186032,8.00198589897521
"CBWD1",6.78132594691014,8.40699172189745,7.52999065743647,7.60737968529719,7.81869260163556,7.53527335529494,8.05879470638154,7.53145503173566,7.75098789953189,6.89333043115009,7.55647288972216,8.38212942553879,6.45152802770008,7.13515132788456,7.82927215977533,8.42780286753265,7.71246577899674,6.83308096237186,8.36373137550866,8.68168538567994,7.46001993518076,7.92638479635521,6.05895120220979,6.7017000756669,6.17312777251402,7.95428224152921,7.57535773871819,7.23637125986199,8.85411330714262,8.50744389589418,8.03600304546356,8.30847521064254,7.96757757417912,8.13900236134761,8.56207177383704,6.92783925788592,6.97784508845408,7.83341417339235,7.28427089104475,6.92009309165371,7.24706595738399,7.30071927300684,6.85627928166165,9.22921872784907,8.32155543459257,7.94430277832776,8.88960087201081,8.4595704988118,9.28538446225832,8.46074931820895
