"","normal_tissue_1","normal_tissue_2","normal_tissue_3","normal_tissue_4","normal_tissue_5","normal_tissue_6","normal_tissue_7","normal_tissue_8","normal_tissue_9","normal_tissue_10","normal_tissue_11","normal_tissue_12","normal_tissue_13","normal_tissue_14","normal_tissue_15","normal_tissue_16","normal_tissue_17","normal_tissue_18","normal_tissue_19","normal_tissue_20","normal_tissue_21","normal_tissue_22","normal_tissue_23","normal_tissue_24","normal_tissue_25","normal_tissue_26","normal_tissue_27","normal_tissue_28","OA_tissue_1","OA_tissue_2","OA_tissue_3","OA_tissue_4","OA_tissue_5","OA_tissue_6","OA_tissue_7","OA_tissue_8","OA_tissue_9","OA_tissue_10","OA_tissue_11","OA_tissue_12","OA_tissue_13","OA_tissue_14","OA_tissue_15","OA_tissue_16","OA_tissue_17","OA_tissue_18","OA_tissue_19","OA_tissue_20","OA_tissue_21","OA_tissue_22"
"MGC2752",9.30587471444588,7.93347764569156,8.2499492287734,8.688958650328,8.51478187091742,8.34589113757356,8.4869360512059,8.57524338848511,8.15194815821378,9.37530278739075,9.17465037671803,8.3926905961111,8.71902655907815,8.9730800501728,8.97902367595842,8.54849898800884,8.70168467604331,9.98751919484143,8.17357452164653,9.18185786554207,9.20658706693021,8.48397526475568,9.77557103121619,10.153342831139,10.0161614924053,8.14001683549881,8.46876123745479,8.90088704256036,9.19341841996816,8.22160691918617,8.02950892548666,8.20115928346644,7.93341483133974,8.49085880682697,8.36963627413821,10.7359482996135,8.94410794258463,9.03185298639123,9.1699334007794,10.9538655928397,9.09804750727981,9.07926977467747,9.92845343811666,7.55467981111563,8.06137171764002,8.03129719750497,7.91371106645235,7.62826281862405,8.15709661430454,8.23593475255308
"MGC39372",3.56887240069569,3.5885852173875,4.93673761160168,4.4023066350844,4.87051838842577,4.34025744799302,3.76188035419995,5.16520599784634,3.10723006930734,4.79595928101288,4.36162219908144,5.40705216694918,5.58912423592492,4.11505334519902,3.10723006930734,3.10723006930734,3.10723006930734,3.89492562801996,5.85192043828978,4.97995032768529,6.04434478532978,4.28191002271148,4.27368868479074,3.10723006930734,3.10723006930734,5.40323743489853,5.48380851707409,5.36824936978492,3.10723006930734,4.49444715481343,5.36961902473253,4.23166995890117,5.30020857902281,4.51399769137936,4.26272934626787,5.20416947162276,4.35695147183651,5.20221442032221,6.26216675680649,3.81067731592043,4.62146437981636,4.66432234306094,3.95713650586955,5.37237396784653,4.52707269655863,4.39734682832871,5.16295187935458,3.81719207169726,4.55958402364187,4.76583901361678
"MGC45800",5.54823970254859,5.57370303530565,7.17886855777916,5.42531579864048,7.40367924489809,5.3180552349913,5.69777267578561,5.38035383451568,3.10723006930734,3.81025713817146,4.98814719984067,7.26041096344132,5.01858980180649,6.22976809643287,3.10723006930734,6.60821189459964,4.65231372318132,6.69230387337888,5.14828316061235,4.33882660005565,6.83849316767735,4.28191002271148,4.93884553491921,6.55012403295281,6.12698083617747,7.56228672772978,6.89853285738503,4.1502111614957,3.10723006930734,5.38660082842854,6.00809111266958,5.45124597304322,5.74285804382434,3.59265894211711,6.24051136054154,6.12445456689135,6.40045128955384,5.69478114934054,6.06466745189472,7.9833929919192,5.98873867212179,6.10109333452392,5.90345487869414,5.1615744561214,5.94826034801291,4.78486441058464,5.07142840192024,5.57332969306762,4.92241630075791,6.15872250953045
"MGC4836",3.56887240069569,4.75911583793152,4.11331585927137,3.10723006930734,4.30862376790726,4.20162874243797,3.10723006930734,4.53416135344171,6.46077257439634,4.3634497704902,4.17645703153687,3.49070630882511,3.10723006930734,3.87554671246827,3.10723006930734,3.10723006930734,3.10723006930734,3.10723006930734,4.58577757317833,4.33882660005565,3.10723006930734,3.10723006930734,3.94295728762186,3.66152953287377,4.12575236249634,3.89275824980633,4.46160586442656,3.48299925812135,3.10723006930734,3.63063551437905,4.21139934971452,4.41422442382656,3.78724075194894,3.86948890037704,4.40203649538393,4.0862310179374,4.00428484828756,5.20221442032221,3.10723006930734,4.30320126844733,3.97974788284899,3.47158445432716,3.84586653927596,4.47976169353892,4.07425260069222,4.06792810757269,3.10723006930734,3.81719207169726,4.55958402364187,4.56166989513196
"MGC57346",7.05801621146602,7.13585773803613,8.09727170905532,7.01671102328624,6.97888184404307,7.3301902831097,6.68866850033114,7.06913356062465,5.32924491564773,7.46047723336907,6.96155586841755,7.69158318781081,7.80775965346481,8.09513197527231,7.75710435493826,8.16623044726148,7.49026794557954,7.07877442755404,7.90629593208714,6.68978574271788,8.10853075919244,7.22420919123698,7.92428310792325,7.87377959024867,8.02741818132474,7.5370302956464,8.22591573776987,7.32393746113587,7.79012752406129,6.81891189741119,7.78537121275307,6.56833868555271,6.92222893065091,6.25430931705399,6.60030468753541,6.10264148275168,7.03218541067949,8.10922248973415,8.0886075547376,6.05017961128453,7.30768001788873,7.25433598508533,6.80727052887435,6.61829764712497,6.20947116341518,7.44033900410028,6.6761888794123,7.00099493886491,7.49168822314888,6.54345782734597
"MGC70870",4.75147110180875,6.07573760842068,6.42013852769209,5.06956592484873,6.46838995204663,6.33913834021349,5.79725416772867,6.25906669876797,3.10723006930734,5.41361451082344,4.71701959034851,6.37669317388312,5.13279284625206,6.59304387856826,3.10723006930734,4.72457598100879,4.96109753912103,4.79297999245907,6.26031122625398,4.97995032768529,4.25579137280888,5.18246781011298,5.50242257650622,5.69657275635125,4.34263453354117,6.91532202567195,5.10125196706679,4.96927670891059,3.10723006930734,4.85840993644149,5.75843276574487,6.06715444765029,5.76071957660367,5.47972126012088,5.29237054735433,4.29551920869264,5.52016264144332,4.56682398603676,5.43780324091037,3.81067731592043,5.74247379148477,3.47158445432716,4.83180802421634,5.57818463536919,6.00685963267998,5.81050231951153,5.66975235874749,5.09713956250959,5.43087658341816,5.20195824611768
"MGC72080",8.77765331061568,6.27186982245188,6.31415045828871,7.52820353801625,6.83355076526235,6.22770725507083,6.00476076838064,7.43800354065127,10.8431563951401,8.42624966511169,8.58357550823928,6.85556784871428,10.2777684333193,6.85874625762786,3.10723006930734,10.780576126231,10.4170133333937,11.2894620281267,5.99284037586387,9.85753031035468,11.6833180064307,9.99090570466998,9.16274292828523,9.52553776815792,10.5582432422428,6.07016238504216,6.18613385373896,6.7102973555409,9.44268527108673,6.11869417173792,5.99458697618648,6.31489187721512,6.11833696386959,6.05185044196977,6.01898356514169,8.05735880786917,7.55589757609574,11.0079705328142,11.4188552282192,9.6969914253914,7.02662677314053,6.64280581401529,8.16918254755496,5.87685941605976,5.61087455684693,6.00490620469595,5.714238196746,6.11680271394783,6.52979555290992,5.96352085634347
"MGEA5",12.3949717112027,12.2687875161013,13.0289964529127,12.2240905340401,12.944544031344,12.3764460162741,12.2184375477126,12.0813974763803,12.7401166896429,11.9069176233951,12.31766563905,13.2732913555316,12.4928626997367,12.268434757306,12.6758186253022,13.1308512514618,12.7944508909375,13.3421445706075,12.2774332131715,12.6114162123039,13.4788604286024,12.6943001039256,12.1699943353226,12.4541407271383,13.1776367077697,13.3876929141023,12.8972567921957,12.1735018350346,12.6648799692377,11.9586469852426,12.1865604067712,12.287727118082,11.9590267175699,11.5903557833495,11.6939945611324,11.5547214933272,12.0624140270133,12.9000142945582,13.1632901300121,12.5212698826037,11.6300445766958,12.1648507209536,10.8286665795611,12.372781584187,11.3028821358895,11.5180546490996,11.5053902407144,12.4323192054352,11.8749908368242,11.9050254624027
"MGLL",11.5305433773128,10.5144628661926,11.9136577744093,10.5786170716318,12.8125458415149,10.7333204942484,10.6044196951426,10.4820303607975,12.2431876457648,11.3238753969933,11.3509773464367,12.6268950597373,11.3569615112914,11.718664736925,11.4446112762641,12.67245757687,11.6466497544541,12.8657676883216,10.1587141025417,11.6419693912243,12.311954366345,11.6558221298508,11.8134714063566,12.7101297173665,12.8751534601641,12.4341928374911,11.9493248975104,10.8457465344212,11.615168244557,10.288911775307,10.2288341469916,9.89741746139113,9.75410621492118,10.6190644786026,9.91482469061849,12.1129633377002,12.0152320605738,10.8833793518826,11.5427807627759,12.052106697506,10.6906951660624,11.3939376782783,11.1265509561017,8.65446435372779,9.42996912572241,9.34998072604773,8.93295791211469,9.83764268324015,10.0938102726356,9.82671575716815
"MGME1",7.3223077372677,8.69020483216892,7.31894209109781,7.34223893764702,7.13054832243338,7.76985562540628,7.16053523478203,7.45818930002075,7.01917060567113,6.49433210464172,7.15525477812622,6.99436497885134,6.2980781840473,7.11568579495507,7.51593284138035,7.12757562289295,7.11827309395134,7.28839598028291,8.04612922242687,7.26210320839046,6.44922596763692,6.84129051892939,7.1856071583203,6.60887626687812,6.72875967142764,7.58217698838698,7.16324075573523,7.54036788943964,7.03513894660098,7.74615725220304,7.87143580964266,7.8339556366245,7.67765211904327,8.02076520895264,8.08965122352936,6.83922517005755,7.0397824492452,7.04283172618849,7.05321998901427,6.73323153348676,7.39963043230748,7.27513623866979,6.91295080253779,7.86052024888691,8.1068173444462,8.17122160270291,8.19657855896645,8.01668875171669,8.27445862684294,7.43482576306605
"MGMT",9.03187350951022,8.02222154959667,8.04752745096846,7.38140932896266,8.59257327830214,7.55825343954138,7.77911966036046,8.34305103273624,7.48786250989581,8.66514546054783,9.34040496632544,8.04977427684034,8.99443621081365,8.45050816778647,9.92190372931262,9.7549694057433,9.05116560618231,9.52360647957958,7.61250361992256,8.85802423176563,9.61943531150161,8.74480827589467,9.25223959969572,9.57021996663459,10.1009366995548,7.59201980971375,7.75396229854713,8.14318265087667,7.81657430283822,7.06845027350804,7.74628336192218,7.59770619574495,7.76661764033723,7.81188858081517,7.63789462321342,8.98782511768485,7.99445160894551,8.79511286334087,8.68449537940838,9.37701577207279,7.71787923434116,7.73874388524132,9.06958391925528,7.01112281949559,7.27988289006474,7.11336353322355,7.30668042112237,7.50940149323089,7.77412688853742,7.7695069634587
"MGP",11.5825409074128,10.7549267734779,12.0169477478543,12.6707774193658,11.9123555535853,12.3471192761004,12.7718128235672,12.1162680397716,13.7400455902675,12.1947970035885,10.7267186966468,12.1255173123877,12.8671302701114,10.6386792616432,14.6778555067278,12.5170383642299,12.8459262757011,11.4268933378478,12.5102108998536,13.397469898825,12.4715610306986,12.5240222237983,10.4011542628971,10.2857521681918,11.4771242511885,11.7230774733571,12.0320534200768,12.0204223018364,13.9170885941732,13.9922288878295,14.17334755077,13.1960190386357,12.77545915714,13.5883490836987,13.1642897968865,9.02541691821913,10.42784207843,12.4171528597125,12.3823123593976,11.1510225876096,11.3964895464459,12.0222711991648,9.39065501144054,14.0280583065018,14.9551516813216,13.6019259242656,12.5818688614702,14.1194540649105,14.9908048062293,13.718799050144
"MGRN1",11.3568871056854,8.85619678627943,9.53632788429177,10.2426265808997,9.73034985860321,9.38532738492787,9.37354878591486,10.4262606802495,9.73107824856093,10.4319605421742,11.3155222041956,9.71781794295444,11.0591573537947,10.5408973149254,9.34136952333484,10.4185032486059,9.72388691781257,12.5826977750147,8.54072199092196,9.91847252689142,11.512862299598,10.4364590478265,11.8844026899728,12.5455447554785,12.5720867742225,8.88674949303051,9.60148553616846,10.2513374279852,9.57233275925625,8.80995125002866,8.5553070406998,9.33710680674741,8.66227535775677,8.46695128357324,8.80887954124974,12.3415913298291,10.2476906756424,10.0867120320749,11.32469151568,12.5140724209285,10.8955271853647,10.2508054385683,12.0650935245613,7.24065813514804,8.43486547083831,7.17141014217221,7.44176768344723,7.72839985998267,7.9254361426973,8.63456777775203
"MGST1",7.12418794392767,8.23207456613125,10.5624125706092,7.32224525023791,11.389313089508,8.19665046884785,9.44504200175876,6.83386519034413,8.89951302942202,7.92499422869038,7.68729854828361,11.3181228679156,7.44335477259468,8.3736314224212,10.5202949734101,10.9717695682019,9.79178425347809,7.72620145034377,7.49642533326807,9.50693432447025,9.36613498546183,8.5200219319855,7.02954467210955,7.44226347720671,7.58063400816841,11.1133537359093,10.0903895744455,7.64172749780275,11.7168080163367,7.02446211491359,9.35870907017963,9.03601250727558,7.80492416634514,6.74344287012143,8.64848661287161,6.24864975946197,9.55458897029123,8.03188335692664,7.06635622710525,5.17282078554928,6.55108197284489,7.90450983346299,5.6997123614578,9.00290195043962,7.23232354816699,5.92490704084511,8.53896138327572,10.5006272708077,8.25826684641126,8.40774823573371
"MGST2",6.97844251405507,8.80400440262425,7.02965968624222,6.7020085533376,7.76083984443794,6.92348919543444,7.0919345501184,6.88711104564815,6.5913615860414,7.16323069611587,6.77730462905545,7.72543274453476,6.20225596520214,6.19272492073208,7.22592152847478,8.30979386759202,8.05994012086537,7.02119618931701,8.03657933697361,7.54644007130551,7.06312542395273,7.33655072348233,5.94538191953696,6.52998662684576,7.17289038488061,7.64970167906936,7.27107113954529,7.10031018290752,7.70773774082567,7.69109023005684,7.62652193616591,7.44619908237233,7.77950017477288,8.38851605316362,7.55883877953668,5.50754980465034,7.68233177908281,7.84853499722131,7.33935333430706,5.95440605575683,6.37980751151381,6.80947238131759,7.01996397271497,8.98777633863589,7.57863918754373,8.53968976563458,8.41553476967984,8.53055539262558,9.53916976160443,7.67388062301372
"MGST3",8.08463962515541,10.6562401066246,9.59143344818381,8.30784276754193,10.1443149678524,8.21120425494605,9.18505739392731,8.72200829121357,10.4862777889838,9.02644787446147,8.10101910128161,9.93647686154097,9.82287842012723,7.65400020852264,8.9469828286929,9.30554142641501,10.2338788934424,8.08953718080951,9.62360121386487,10.0872236444784,9.20658706693021,9.16463280980195,7.45446404918806,7.39877597206242,7.75548241168941,9.57876807227627,9.32782904988073,8.9514644460207,10.2026165292082,9.87955366611863,9.9604155074091,9.51184600458202,9.88187476963812,10.3978604942154,9.77868418566713,7.97100053232871,9.32153693081009,9.71466520672207,9.19992592188567,8.35915329318147,8.27036706183479,8.754992517676,7.46030019134787,10.3496025307414,10.2718941488746,10.5013241369996,10.3703568574022,10.8053268509595,11.7626303646797,9.9364466934555
"MIA",4.2996096300686,3.78488414807963,3.10723006930734,4.20112521170977,3.9686499081384,4.5710559083606,3.48734323478411,5.74493070692621,3.10723006930734,4.16773961430246,4.36162219908144,3.10723006930734,3.10723006930734,3.65368246183511,3.10723006930734,3.10723006930734,3.10723006930734,4.63051088003395,3.10723006930734,4.80301919447343,3.10723006930734,4.63244143899838,3.10723006930734,3.88645215741227,4.34263453354117,3.66606883256842,4.1464405506522,4.81329314491658,3.10723006930734,5.79330202332558,4.26816490625843,4.35700806358825,4.48318008124561,4.06498926998774,4.3577213428032,3.95900579145573,3.80646935915708,4.98591711856961,3.10723006930734,4.47616603534534,5.48606593777613,4.82970378034939,6.32516240303842,4.289050984536,4.3265386708781,4.442889555678,4.68437067516144,5.0315911117824,5.00868696482114,4.46827487464597
"MIA3",10.5793077697485,11.24445327536,11.3390102577097,11.3690314269784,11.029282220626,11.2896439966076,11.5026361885654,11.2776194416228,10.5982918775627,11.0453060376297,10.6397989685209,11.2141073823927,10.5636517468987,11.1681617593975,10.5945423065719,10.366938634645,10.4141440374844,9.61849876526026,11.2321131102931,10.3531087180415,9.79798153697059,10.5684746522109,10.1284146748291,9.89300498446915,9.30518898151686,11.4301370174507,11.0250910320769,10.8197025201418,10.2518290182212,11.3277573899662,11.2159954205211,11.3464745561655,11.309564203652,11.0154811785756,11.1189690101742,10.4653306810966,10.6621376955033,10.1150860442839,10.5945970816558,10.3491637976072,10.5595520269681,10.8559077218853,10.2679978856645,11.3922922117821,11.3324117258116,11.2537008728604,11.2886378981169,11.2938270688215,11.0160499617712,11.2708649107248
"MIAT",9.43947862020352,8.92393078267177,3.10723006930734,3.10723006930734,5.75033577770742,8.57409940819563,6.63689405905252,6.37076853864371,3.10723006930734,8.19903120277813,8.71529932309696,5.64519892711948,3.10723006930734,3.10723006930734,3.10723006930734,3.10723006930734,3.10723006930734,8.91639829691294,7.32369178209381,7.26210320839046,3.10723006930734,3.10723006930734,8.5915205785981,7.66041892893471,8.7816292000147,7.5370302956464,6.92662578524865,3.48299925812135,7.20529728205222,6.10655179633964,7.34165734123389,6.62012391303263,7.06275486479779,6.70967852206435,3.61065405258012,7.09010961752002,7.01686918744646,3.10723006930734,3.10723006930734,6.81632987894431,8.60989420043478,7.79014901728805,9.0675156476511,3.10723006930734,6.48783580527654,7.07128351475879,6.1803385556282,3.10723006930734,6.47433559660189,3.10723006930734
"MIAT:ENSG00000225783",6.87230880888455,4.81516378771767,7.05365198654397,8.19899102958438,7.25573835710351,7.18993742698297,6.20927955234664,7.85803998558683,6.15664057056955,3.10723006930734,3.94280742965047,7.77475836743272,6.01698423716906,8.42708582641766,8.81118566041561,7.55475458760923,4.81666513126445,3.10723006930734,5.55492557392038,3.10723006930734,7.52171485616319,7.49011434796643,7.02954467210955,8.36042523794944,3.10723006930734,6.26962011930645,7.07824723678631,8.42584898461811,6.02593743171948,7.01164152093878,5.86674663676499,8.42578543247756,6.21116732374713,6.62521687025031,7.64173552270522,9.10859998704494,7.78958085156662,7.23961340852696,6.90014620581637,9.05296292482077,3.88994667834164,3.47158445432716,8.94217669672787,7.18852788593858,3.4547199820889,3.10723006930734,6.53751524070572,7.26431738093548,5.92849336195717,7.12166665462495
"MIB1",10.3846533671102,11.1175469326154,11.1118249136008,10.7983963883588,11.0942078638054,10.9820014151262,11.3177718058272,10.6308261241494,10.4945737234912,10.6833678403354,10.1903949210482,11.1007991648131,10.5016681632282,10.1509568840884,11.3436617840125,10.4652264104506,10.8602160669857,8.94752067907868,11.2439056391469,11.0073385630812,10.4158312335503,11.0451234306819,9.44513146566607,9.15371992351642,9.432165678768,11.3095523383262,10.9762011082997,10.6437323996548,11.2343239137542,11.2466756465716,11.0778190097863,11.4142477738065,11.1720391572104,11.2537747830729,11.229455299559,9.13793691819978,10.5937659178552,10.8405965583059,10.8304432588941,9.98869575623178,10.2838331519952,10.8364205855556,9.35718439288849,11.9660700457461,11.4893752971355,11.4896378313217,11.5958169886088,11.781616333341,11.7208092830361,11.3297134123737
"MIB2",10.3653171312179,9.58949766256173,8.39033147513768,9.4755848543622,8.60670301792871,7.62506744664621,7.93287169608308,9.67562019320203,10.4123081402668,9.78788523162205,10.1481884152646,8.3661410806177,10.6242226254766,9.36952563281392,8.14411379667765,10.0031455079585,8.5840147505224,11.4982334901331,7.4539543913631,9.14832278367893,10.86643024304,10.1372646378916,10.9055524489213,11.4285370849332,11.5596696242537,7.78452681909452,8.40558185367972,8.63882273890605,7.94197285038573,7.44693558525956,7.72633367251871,8.18417850853648,7.86658511684755,7.25413889529569,7.79443397203196,10.3595166806043,9.39711023301481,9.77123134843211,10.9718467019839,11.6873501652324,9.43930101819278,8.74573335933318,10.5895197939204,6.35838584398288,6.76798486970176,6.81104059839796,6.8159051575386,6.50690029660978,6.41661428684846,7.69617907862505
"MICA",9.08958375955834,7.45615504404549,8.18378120750165,8.71213552302923,8.21916471510965,8.50197233026048,7.67234989352097,8.74268618696637,7.92498655430726,8.62755619860641,8.64202002389047,8.33909311491128,7.44335477259468,8.90503017915139,9.48215008508542,7.68702818446388,6.93741731323649,9.42202855500591,8.58940611781682,7.23030621439064,8.4861143377572,7.37650929156474,9.70536224738595,9.49238408051823,8.96732279144408,8.93193835153528,8.95627740955544,9.06511816488903,4.08234197117433,7.8539277174672,8.70942405103291,8.44871211039029,8.0082599839929,8.05057680233293,8.4571403647426,9.51044877765034,8.80228078880234,7.65566256447279,7.88931028755181,8.4220705121015,9.12012286795281,8.9514146790936,7.9884460389006,8.08441983775389,7.54403524388339,8.07137958645525,8.06904322331476,8.17046592032177,8.22948573195328,8.38598959099346
"MICAL1",11.6152385238031,7.76364810460412,9.69949519872138,10.5560313342167,9.13127910205139,9.64570855780738,9.63935001146086,10.7299131748003,10.2021283651118,10.5684316063178,11.2454226544873,9.42055327601596,10.9766829264384,11.5763726292182,9.5477015359881,10.7582356540614,9.72851420428478,12.0732998894248,9.74475594953707,8.94848974236231,10.9721860520106,10.0841049392075,12.7990260189982,12.2753050651488,12.2382699834892,9.40853616243012,10.2992251499796,10.3371162853665,9.49267863569576,9.65067135850827,9.56457090402817,9.19525097448202,9.33914235406188,8.96763550694642,8.98524618554606,11.9723912618671,9.63794797885986,9.81031929568461,10.9464230987689,11.8780254017544,10.6108126071053,10.8781031613309,11.3750023903398,7.59523461627804,8.57455931971715,7.88670176738087,7.77407268362869,8.09375456673873,8.13952173309984,8.88191350563502
"MICAL2",9.73898713373531,8.38207009225604,7.74000579203374,10.3799645530064,8.85178786187453,9.65371653341212,9.90775151615306,9.75712678513563,10.7141209886202,11.1572104087315,9.52442966219742,9.73554739062211,8.60800091049802,9.73202573456936,8.02630647494935,9.26385407229638,9.02130135339116,9.70753158281921,8.49266448879346,9.42529068544583,9.08948644430135,8.61751419199796,10.2717991132566,9.4742113237284,9.64072761951026,8.92612385574812,8.71510833797693,9.02659420986959,8.40953771228875,9.44171831093448,9.22454926000597,8.95828559075212,8.47455472846518,9.09913630710151,9.36513959891365,12.2040216868405,9.25484402880836,10.0447161878716,8.50868496828217,12.1888206120422,9.75575574630514,8.75683723399251,10.5522966686553,8.47080048741036,9.42048029888037,8.92487245827427,9.220986822122,8.33500794273434,8.19587301152818,9.40825664181229
"MICAL3",11.9334525732553,11.2542080869242,10.9824575551937,11.2247965626388,11.188383858463,10.1213589951886,10.0013468326358,11.1476451331117,10.7022315888121,11.2793428678408,11.6763660135994,11.417403604503,12.3818760856706,11.7766639478794,9.87159627247413,12.4558862332658,10.9381835034693,12.6680630726485,10.5307024922096,10.5553173342715,12.5617745311076,11.3251623700896,12.634717252385,12.4692912039727,13.2073008835474,10.9615504965425,11.1555478131521,10.6673952374724,9.99861418465726,10.2486825068568,10.1540157819426,10.2147909499399,10.1246728355513,9.37110517226396,10.200617151636,11.7220806735688,11.2021057611307,10.9373417142515,11.9334522896589,12.5864425307517,11.2147544192927,11.1731777046647,12.041321703437,8.72393025199863,8.91815042606751,8.58083593651369,8.69284239187703,8.75343983402787,8.39783065828223,9.8196356832689
"MICALCL",5.94038937596435,4.05715898154756,4.17178394836037,6.2972617845057,4.04818165305859,6.09077746980649,5.39016064077179,5.486264238752,3.10723006930734,6.24960779564877,5.87210004858739,4.73887979050621,4.75272968611952,6.20518155037128,3.10723006930734,6.19538480459964,3.10723006930734,5.47681268434917,4.89935264286478,3.10723006930734,4.25579137280888,4.81657525084939,5.92151014078237,5.54059010496389,5.32185626706358,4.32791853610925,4.84026820719243,5.15920817514888,6.02593743171948,5.6312323915473,5.56875072253754,4.66169245050801,5.0224359499928,4.82824302577258,5.2076714407089,7.24570317481733,4.23161847775187,5.69478114934054,4.86834546935841,6.37869373167537,5.59050236044659,4.94727884869207,5.84543429621355,4.82640565457268,4.8979307599209,4.39734682832871,4.89324512746896,4.77025960371505,4.49686677310677,5.39725406052077
"MICALL1",9.83067051179519,7.52618466917322,8.3401891496071,9.08584776798855,8.76416519475636,8.40087702067976,8.44019067434719,8.80102739248976,8.09483664513284,9.58196061837185,10.1355360241905,8.65419871054956,9.33279367003848,9.89446815771113,7.75710435493826,8.81227086714313,8.6922375418732,10.9389917787837,7.97457945724825,7.71653051255569,9.73764788701195,9.21313092475057,10.6982760844345,11.0090742021326,11.0291184745209,8.46555571832639,8.70303430402905,8.9514644460207,9.16286299268161,7.6990872512553,7.62652193616591,8.24439456341713,7.63101592126732,7.11192099330336,8.24906742544257,11.2746490535488,9.03776874203579,8.79511286334087,9.99268705590152,12.1719333647164,9.5634574627609,9.18852981627318,10.8707781502513,6.96753979413117,7.36170619705073,7.08946951127932,7.6345145746281,6.59499804982731,6.81245342272955,7.92481846883875
"MICALL2",9.24580533453406,5.91997116732497,6.51004671359873,9.06999049265415,7.52293543071961,7.19728576742959,6.93689783922669,8.31846030902762,8.7034467139021,9.05692708814626,9.67367337528607,7.52854596044267,9.87940984543311,8.28375173729405,3.10723006930734,10.3734859140859,8.72039520390596,11.1392321605201,6.27133627863223,7.29321023914122,10.8303962762779,9.33613356099674,10.2151815688354,10.4111224826824,11.4205260653302,6.07016238504216,6.84799936861236,7.49867363924126,7.86805245120209,6.27848941640345,6.45332605085154,7.17707756894342,6.76635043622347,5.14247029857641,7.23166022105469,10.4269593814915,7.98663631456054,9.3668523141671,10.295945923575,11.9650533420149,9.20201173588791,7.285424288456,10.6244006230748,5.19386266669411,6.17936601381885,6.09277399032639,6.25147580870707,5.65946736650478,5.57337176509496,6.07838270324639
"MICB",7.3462424532135,5.22977431084162,5.23354221415334,6.87720665176446,5.69708678157058,7.43328563448011,6.31243562451662,6.55195546031709,3.10723006930734,6.62312786941405,7.43754417734004,5.99640001845451,5.89889242186042,6.6575246182977,6.37187587706766,6.85422116595805,6.19503760623107,7.63341512085511,6.75100593955817,7.02310170779536,6.78899101066042,6.04224143829686,6.8911432443259,7.2103082013543,6.21780414991934,5.93521247717536,6.02474914419328,6.50913891583331,6.49199203913981,7.39860753157856,6.38309422390462,6.19648356068349,6.82577939667742,7.40468424256697,6.95058966346248,7.05685392074976,5.94107941184857,4.56682398603676,5.59580011915454,5.85152991909193,7.24706595738399,6.80947238131759,7.3956742598592,6.42473566686823,6.57476653588067,7.14847306566705,6.86816957504294,6.69795026022709,7.64918799369262,6.711434987878
"MICU1",9.19850579971771,10.5816335947473,9.1689587913663,9.15887632938813,9.14263495783406,9.21357305438559,9.45867825480453,9.28402144923944,9.24597799552344,8.74220241731857,9.00135632871405,9.24526101506859,8.97667210911432,8.94587818446075,8.9469828286929,8.3634389442679,9.12322737074089,7.47124393759803,9.36868502668111,8.88881444258372,9.00038198764913,9.14553659495833,8.66737244514015,8.32607753558864,7.84259118143783,9.18335323357035,9.19765998911851,9.31332569456632,9.30955025704207,9.331749874291,9.42694646317573,9.36146401296928,9.39035931856903,9.45651162775225,9.22392880939638,8.95822636268407,9.98707972282533,9.70640015019313,8.64141940641361,8.64187889288309,9.05638327486401,9.11709594593374,8.85851769635416,9.2850787655695,9.31062136389414,9.7346222969866,9.61338271858662,9.22840965293921,9.64563750004804,9.20745253639235
"MICU2",7.61922018345957,10.1217511074863,8.7534867157912,8.32799290627188,8.36209948172925,8.71602290444382,8.75359086591143,8.11453547498535,8.22029270026646,8.16092997178573,7.3168849768318,8.57064185135824,8.58003200085626,7.51753467871505,8.35424496010012,8.00675394462297,8.35169339295468,7.28839598028291,8.7691960122571,7.86861128700731,8.13833865625256,8.25357334704938,6.31717377892688,6.73719751372414,6.56662480835426,8.51288762683036,8.22309899572839,7.80638755957331,8.64889894320072,8.88012146375397,8.99570739813321,8.8068563182761,8.9603872543185,8.95766517078006,8.91409846712458,6.28772223330313,8.68894200639949,7.75532978360046,8.34108877295165,7.42151362042564,7.28374099344536,7.76834283825296,6.35290418534513,9.39069897945646,9.14380569747497,9.36244974689393,9.33040749275748,9.52242134678849,9.7080255415087,9.12778987435553
"MICU3",7.28976052846408,8.28681515030775,8.81944126538539,8.05325680793701,8.37316484508715,8.24695803459611,8.39187782003913,7.94990016257793,8.20688079500204,7.48314639799526,6.92655919389588,8.61640822397513,7.69044133499774,7.17956760335649,3.10723006930734,7.90183429812399,7.69362703356938,8.39077850593487,8.40388447453825,7.54644007130551,8.13833865625256,7.49011434796643,7.1557259768089,7.66041892893471,8.21313851110874,8.63675080715491,8.10565815158419,7.59853373827359,7.20529728205222,8.52327669279713,8.47159266393445,8.46847801300038,8.32162321046996,7.64060633272848,8.29364352973383,7.04559467193631,6.90479833340845,8.03188335692664,8.0561555055673,7.6341513073639,6.64849037641315,7.5298946573471,6.55717581439234,9.16151138788433,7.8637199412801,8.18252528665177,8.35075886814678,9.25043762172858,9.44222974700105,8.53182094491587
