"","GSM3316962","GSM3316963","GSM3316964","GSM3316965","GSM3316966","GSM3316967","GSM3316968","GSM3316969","GSM3316970","GSM3316971","GSM3316972","GSM3316973","GSM3316974","GSM3316975","GSM3316976","GSM3316977","GSM3316978","GSM3316979","GSM3316980","GSM3316981","GSM3316982","GSM3316983","GSM3316984","GSM3316985"
"AB020701",4.77011646884924,5.08097096135321,5.28113239676261,5.03560290269346,5.10977380674906,4.75774662175306,4.94031596611132,4.76445099655548,4.94640711111784,4.97778334056936,4.81363588927089,4.59101574570831,7.49159243460392,6.02682551020896,8.41689408576465,4.70457498234978,5.64235461351826,5.87100226423583,7.86600259731173,5.06612131095924,5.09400516864269,5.82301686200751,4.80228949529387,5.43822849119584
"AB051446",7.7189217061285,8.18482997273272,7.81477892805623,6.78358704448051,7.80915924342448,7.54258580720413,7.57195598353094,6.8208882335907,7.61282119194893,7.42508145041665,7.5615266115684,7.92397499869664,7.29065144988835,7.16092441877205,4.6465726814485,8.09020831437111,7.30711690939542,6.94873199059006,4.58450563616577,6.96539644055872,7.66410101696879,7.45075950507076,7.79548376794668,7.1377942856725
"AB072904",12.0842387801212,11.6031133258369,10.7641457122541,10.2927314011398,10.9452134459714,10.3917978893333,10.4557385462444,10.9846181280069,10.1930038324198,10.4003786967458,9.19876789394247,11.2464413689199,9.74213446243072,10.4826124459003,8.27644714996302,11.3004666459521,10.4700569235659,9.32990468822773,8.64663325183256,12.0135313828266,11.1765131262945,10.2448344175238,12.1395026206753,9.99277670129741
"AB088847",5.32573011897058,4.86953255863504,5.08028843897629,4.73741321724996,5.65045618453166,5.39380970322581,5.34552180650862,4.97627948499528,6.80205412806106,6.70144528456869,5.97615474719344,6.49813431716571,7.15387767788756,5.42212200264441,8.17025048436723,5.40366034264717,4.88907886160417,4.83226119843668,7.70680037422543,5.41988605596047,7.0552453488619,4.85831877992768,8.37763789514133,7.05607379489654
"AB209400",4.60928785199861,4.60965280425052,4.59220048940713,4.65707789180533,4.69003495224377,4.68885275483506,4.63049967462933,4.70853418594234,4.62417559409947,4.63088307245843,4.58217471453566,4.62170947576349,5.3785091392816,4.70452158550017,7.62816233607402,4.70979638148363,5.15477297352529,4.80303184065571,4.7233078537129,4.804712932709,4.70288591974718,4.93297204519023,4.67079105178346,4.61210770632943
"AB306153",9.0108796465571,8.6966033425858,9.19322404233073,9.23875061403085,8.25882004941389,8.50827074684556,8.29071543830311,8.8040024446773,7.91599166742681,8.74043589227455,7.7548986006978,8.79753274724666,6.81081836923788,8.89090127890371,7.79126263053165,8.4043841808884,6.83557033710614,8.12836059658176,4.68310351051197,7.99054222855403,8.05471984092176,7.15764688450454,7.87989780341277,7.98332844154343
"AB306238",10.2203701696435,10.5022441119806,10.660881413425,10.0037798948732,9.63543075973031,10.1519149158834,9.91433751542147,9.7069293768892,10.4394487611038,10.1154025465127,10.0310865088601,9.6956493818163,10.6982396750294,10.9086781809134,6.3269333319393,10.6184534779549,10.5456266925654,10.7564880984634,7.73840254065897,10.0487576863814,10.1505550739752,10.3489201928132,9.60596515394879,10.8525309974652
"AB363267",10.5390541829794,10.8734569736632,10.6617882478385,10.5419336973879,10.6215734061269,10.7859711635303,10.7708333172447,10.6322000273507,10.876297865153,10.6719476504799,10.7335531519075,10.6108172408283,11.6853626580786,11.2055843621102,4.62940243837012,11.029088383339,11.7936673072671,10.9664025717634,8.05624702537225,11.1831245584623,11.0964195032582,10.4093235330543,11.0567144575495,11.090786722996
"AB384543",12.4470669119158,12.1418570035652,12.3573421912723,10.9206831573649,11.6343581658842,11.3239704516781,11.4261822833068,11.8823862169505,11.3509740793494,11.7154422963421,10.8852970470617,12.1592017830511,11.2799198221645,11.6192088292748,12.7782578142903,12.3675445254701,11.7046185192922,11.0920529118388,12.3406914468182,12.3450483717547,11.6500472274352,11.9751330087173,13.0289464088406,11.1012907663159
"AB385295",10.8112812867921,10.9552019952089,10.8375608402476,11.0035884407394,10.5293390920456,10.9932562564733,10.7235460361915,10.7721820391835,10.8857166321198,11.0884377165663,10.582769945949,10.7335531519075,11.0116641559244,10.916027212037,11.3505846853703,10.8457423416687,10.6948688843744,10.8612568428326,10.6005882115469,10.9215113059853,10.7280533204493,11.2494020039089,10.7248313532241,11.0965594854684
"AB529256",6.66543006972979,6.92746348270688,6.08229954866547,5.72430452348224,7.23494649850084,6.39872847609469,6.08141643196973,5.51975438403843,7.75146374886076,6.54697958171434,6.74849564830674,6.69910767130553,7.916363287631,8.14006862441662,4.68738936837958,8.21837594986801,5.40780338761328,7.19567139996202,9.10988016636969,6.36611669692513,7.3004334124638,6.33348312121512,7.74024686409005,6.47422689512684
"ABAT",7.32135741484781,7.33540732460371,7.56491804789784,7.31033188916293,7.05867246889222,7.94286988098426,7.49537202367067,6.8285053345086,7.75975999489024,7.42282636592894,7.17796198983443,7.5992540012217,7.30201253420375,7.98705521051836,9.20829662558703,6.99491576168472,6.40970621808474,7.92554597500924,8.79937235603443,7.95328694983496,6.95391872720707,6.81198241748727,5.79818620914403,7.66607946135633
"ABCA1",11.2317655852871,10.8169178681905,11.2301820888377,11.4286448389554,11.2276699264015,10.9388458586934,10.9711648826011,11.4018817823417,10.810229494323,10.9348268599765,10.6189148544182,11.2634706862938,11.6379655343519,11.4793539790881,9.19450784532275,12.2455889700167,11.6762219433947,10.8365612177783,10.4349661208433,10.9771605912206,11.769650358295,10.9404780285493,11.9806439260148,11.3275221862088
"ABCA10",8.04644736700263,8.82544977069215,8.46470368737076,8.10870172913153,9.4412682352034,8.14175370956306,8.34236561158337,8.66964301946477,8.45806370992745,8.6969389639987,7.91049293031289,8.46007375625157,8.26020774188289,7.61224109020784,8.7553966888299,8.38199803232113,8.60866555480257,7.91337011649483,8.96129761218199,8.50524824713482,8.44563858069372,8.53927869062002,9.33397940257743,8.09502368042234
"ABCA11P",8.59113759406384,8.68598867878059,8.3151564301532,8.84963666632522,9.28324276985284,8.92526663290199,9.48884193240859,8.41638920871442,9.25142129091083,8.83135446037738,9.09838010426991,8.83180183035668,9.37948234328443,8.41404140534945,10.9331402358711,8.00035503518174,9.13800329573011,8.42489698960353,10.6605938044597,8.24080150529599,8.77615842696538,7.92044918680717,8.51241350023675,8.50081704846943
"ABCA12",11.6263515697049,12.5531191198403,11.6594961740755,11.6826283952404,11.9514693282127,12.0990678351561,11.9365207958862,11.4837733540853,12.6069587985954,12.1147001450239,12.1998968550544,11.8935998182767,12.2605096232775,12.2154091823468,4.94732537077814,11.3290105048124,12.2042573748403,12.332052681146,6.90569920202396,12.1735105079283,11.9357527067057,11.2332134756873,11.7735592542139,11.4765300649539
"ABCA13",8.87346023647647,4.64076895618625,4.60349656587047,4.58604928994111,4.53791448811172,4.72141894209535,4.65596037369647,4.53711111242698,4.62138767548128,4.55198025610527,4.66920899819591,4.55581726967068,4.64323225221251,4.6690628392332,5.03058510896173,4.58661876888163,4.5577538544918,4.60213931860846,4.58331138395598,7.90871029746957,4.65341715379279,4.56374113157357,4.63456514717273,4.64287624304178
"ABCA17P",4.64601397485296,4.67539280616104,4.65506620235653,5.09999787224247,4.63270208010597,4.63727755327163,4.67111304374735,4.60190510761088,4.60462330204791,4.69428355179636,4.69012741286673,4.6768941713503,4.58832204730025,4.5929318751491,4.59811423437625,6.42526457175055,4.68126364867117,4.65130718915023,4.6442236006807,4.66552599104052,5.22304982540229,4.65824507337785,4.67700742278041,4.90031933942245
"ABCA2",13.7681073088666,13.2670000076113,13.7786060395274,13.4526690979024,13.3317770300753,13.2956748301929,13.5058395551104,13.6887646802291,13.2138446505202,13.6790890986057,12.964811426718,13.3750116573498,12.8070529899499,13.2707714150663,11.8159659218579,13.29778606966,13.0210533945419,12.9828949147317,12.1706120951079,14.1823938848428,13.3108189684349,13.083522092916,13.7470502227398,13.0956263516453
"ABCA3",10.9301574201452,9.98272620289844,10.7421212148601,9.96586905953784,10.673337903614,10.3500095432591,10.0884613453204,10.8238165244854,10.1849895839017,10.4521781036228,9.76261353617435,10.6636111230862,10.1713373993858,10.0634470578175,10.6031847280032,10.9133905124313,9.89498992249513,9.89771355133396,10.7720774199588,9.97635668168097,10.5954955370986,10.6930825929248,12.2384783428265,10.2634823046893
"ABCA4",17.0098988354544,16.9086043652182,16.6359760775972,16.4266922789037,16.7189494561061,16.6028793347474,16.5686159164761,17.0695961356869,16.7616129828035,16.8349187851455,16.0931187812649,17.1943193691337,16.6613096532415,17.3176336975925,12.5881172124578,17.3501302172481,17.0657005403706,16.7121350481182,14.3043178266811,17.3461468391257,17.5330532443856,17.1689181713311,17.8858841570536,17.0510110333532
"ABCA5",10.46644638708,10.0203477661722,10.7735304537607,10.6483195496839,11.0387368023162,10.797483161924,10.8972012685415,10.0845061624313,10.772978337124,10.487506843362,10.0921926189565,10.9979947546093,10.0274587418765,9.54710131090003,12.9478668293693,9.6628480902564,9.94599268090768,9.92008273081636,12.4643519071079,9.43631221178092,9.83106094005897,10.294103842922,9.97701642934831,10.0640331062086
"ABCA6",10.0890496493914,10.005078030262,9.86221959586969,10.1257147764047,9.80767866697453,9.71314156214615,10.0303097540301,9.7978372470555,9.77958962242987,9.93036680049474,9.21856244143552,9.84424267789591,9.75648903122621,9.73599081416112,8.53587907971726,9.29481615951179,9.90698396608668,9.39221172969395,8.92023899863041,9.02969540505941,9.91582759149241,9.22742811316973,9.96184931011051,9.64850285309769
